SeqID,Coding_probability,Prediction
MSTRG.6691.1_rev,0.7176015079021454,Coding
MSTRG.6708.1_rev,0.03243875503540039,Non-coding
MSTRG.6792.1_rev,0.6655789911746979,Coding
MSTRG.6880.1_rev,0.0012369155883789062,Non-coding
MSTRG.6884.1_rev,0.8961260244250298,Coding
MSTRG.7184.1_rev,0.00351560115814209,Non-coding
MSTRG.7189.1_rev,0.004486739635467529,Non-coding
MSTRG.7294.1_rev,0.01272571086883545,Non-coding
MSTRG.7367.1_rev,0.09635657072067261,Non-coding
MSTRG.7460.1_rev,0.01846146583557129,Non-coding
MSTRG.7463.1_rev,0.0005494952201843262,Non-coding
MSTRG.7615.1_rev,0.2744525671005249,Non-coding
MSTRG.7624.1_rev,0.023240387439727783,Non-coding
MSTRG.7756.1_rev,0.2744525671005249,Non-coding
MSTRG.7788.1_rev,0.006786823272705078,Non-coding
MSTRG.7814.1_rev,0.010110676288604736,Non-coding
MSTRG.7823.1_rev,0.8222630470991135,Coding
MSTRG.8409.1_rev,0.04810422658920288,Non-coding
MSTRG.8903.1_rev,0.08617007732391357,Non-coding
MSTRG.9048.1_rev,0.0387345552444458,Non-coding
MSTRG.9087.1_rev,0.05370265245437622,Non-coding
MSTRG.9172.1_rev,0.10336160659790039,Non-coding
MSTRG.9175.1_rev,0.17175030708312988,Non-coding
MSTRG.9176.1_rev,0.021278083324432373,Non-coding
MSTRG.9414.1_rev,0.5874302089214325,Coding
MSTRG.9621.1_rev,0.6658751666545868,Coding
MSTRG.9720.1_rev,0.003722965717315674,Non-coding
MSTRG.9730.1_rev,0.0951545238494873,Non-coding
MSTRG.9833.1_rev,0.047099292278289795,Non-coding
MSTRG.9871.1_rev,0.005885660648345947,Non-coding
MSTRG.9884.1_rev,0.03260934352874756,Non-coding
MSTRG.9949.1_rev,0.10830068588256836,Non-coding
MSTRG.9989.1_rev,0.004706323146820068,Non-coding
MSTRG.10029.1_rev,0.06218218803405762,Non-coding
MSTRG.10093.1_rev,0.4912300109863281,Non-coding
MSTRG.10294.1_rev,0.2568286061286926,Non-coding
MSTRG.10303.1_rev,0.005885660648345947,Non-coding
MSTRG.10305.1_rev,0.018199563026428223,Non-coding
MSTRG.10559.1_rev,0.03503918647766113,Non-coding
MSTRG.10665.1_rev,0.010216295719146729,Non-coding
MSTRG.10710.1_rev,0.31065475940704346,Non-coding
MSTRG.10737.1_rev,0.07834547758102417,Non-coding
MSTRG.10986.1_rev,0.0016565322875976562,Non-coding
MSTRG.11040.1_rev,0.005485653877258301,Non-coding
MSTRG.11053.1_rev,0.006873369216918945,Non-coding
MSTRG.11140.1_rev,0.001701056957244873,Non-coding
MSTRG.11204.1_rev,0.8038759082555771,Coding
MSTRG.11406.1_rev,0.0033446550369262695,Non-coding
MSTRG.11498.1_rev,0.0084153413772583,Non-coding
MSTRG.11517.1_rev,0.014713168144226074,Non-coding
MSTRG.11579.1_rev,0.5485892295837402,Coding
MSTRG.11709.1_rev,0.01428210735321045,Non-coding
MSTRG.11751.1_rev,0.0742039680480957,Non-coding
MSTRG.11829.1_rev,0.301646888256073,Non-coding
MSTRG.12059.1_rev,0.00010132789611816406,Non-coding
MSTRG.12158.1_rev,0.2744525671005249,Non-coding
MSTRG.12241.1_rev,0.0003503561019897461,Non-coding
MSTRG.12342.1_rev,0.04258543252944946,Non-coding
MSTRG.12354.1_rev,0.004745841026306152,Non-coding
MSTRG.12410.1_rev,0.01928335428237915,Non-coding
MSTRG.12469.1_rev,0.9998040278587723,Coding
MSTRG.12724.1_rev,0.0940290093421936,Non-coding
MSTRG.12881.1_rev,0.03477215766906738,Non-coding
MSTRG.12930.1_rev,0.2744525671005249,Non-coding
MSTRG.13072.1_rev,0.04031449556350708,Non-coding
MSTRG.13128.1_rev,0.032053351402282715,Non-coding
MSTRG.13273.1_rev,0.11997181177139282,Non-coding
MSTRG.13356.1_rev,0.03625744581222534,Non-coding
MSTRG.13616.1_rev,0.007379651069641113,Non-coding
MSTRG.13728.1_rev,0.00946277379989624,Non-coding
MSTRG.14141.1_rev,0.9407790973782539,Coding
MSTRG.14204.1_rev,0.09579920768737793,Non-coding
MSTRG.14235.1_rev,0.0018205642700195312,Non-coding
MSTRG.14385.1_rev,0.005768775939941406,Non-coding
MSTRG.14487.1_rev,0.0007175803184509277,Non-coding
MSTRG.14507.1_rev,0.47362416982650757,Non-coding
MSTRG.14649.1_rev,0.0295524001121521,Non-coding
MSTRG.14733.1_rev,0.07288551330566406,Non-coding
MSTRG.14819.1_rev,0.047566890716552734,Non-coding
MSTRG.14868.1_rev,0.043075382709503174,Non-coding
MSTRG.14965.1_rev,0.008007943630218506,Non-coding
MSTRG.14998.1_rev,0.371901273727417,Non-coding
MSTRG.15160.1_rev,0.0001035928726196289,Non-coding
MSTRG.15299.1_rev,0.019093453884124756,Non-coding
MSTRG.15302.1_rev,0.0674976110458374,Non-coding
MSTRG.15633.1_rev,0.06690669059753418,Non-coding
MSTRG.15921.1_rev,0.06040811538696289,Non-coding
MSTRG.16071.1_rev,8.225440979003906e-05,Non-coding
MSTRG.16136.1_rev,0.6305592954158783,Coding
MSTRG.16336.1_rev,0.0031203031539916992,Non-coding
MSTRG.16510.1_rev,0.07439470291137695,Non-coding
MSTRG.16698.1_rev,0.0006197690963745117,Non-coding
MSTRG.16781.1_rev,0.2049427032470703,Non-coding
MSTRG.16897.1_rev,0.043003618717193604,Non-coding
MSTRG.17054.1_rev,0.008821666240692139,Non-coding
MSTRG.17064.1_rev,0.023808836936950684,Non-coding
MSTRG.17144.1_rev,0.2744525671005249,Non-coding
MSTRG.17166.1_rev,0.009128749370574951,Non-coding
MSTRG.17184.1_rev,0.050797998905181885,Non-coding
MSTRG.17401.1_rev,0.2744525671005249,Non-coding
MSTRG.17555.1_rev,0.046322524547576904,Non-coding
MSTRG.17688.1_rev,0.03638732433319092,Non-coding
MSTRG.17748.1_rev,0.000518500804901123,Non-coding
MSTRG.17809.1_rev,0.05739635229110718,Non-coding
MSTRG.17839.1_rev,0.03396904468536377,Non-coding
MSTRG.17844.1_rev,0.02056705951690674,Non-coding
MSTRG.17880.1_rev,0.05438429117202759,Non-coding
MSTRG.17915.1_rev,0.07309764623641968,Non-coding
MSTRG.18066.1_rev,0.38327091932296753,Non-coding
MSTRG.18261.1_rev,0.8087044507265091,Coding
MSTRG.18506.1_rev,0.009930908679962158,Non-coding
MSTRG.18531.1_rev,0.006584644317626953,Non-coding
MSTRG.18920.1_rev,0.06849092245101929,Non-coding
MSTRG.18971.1_rev,0.056093573570251465,Non-coding
MSTRG.19242.1_rev,0.0010223388671875,Non-coding
MSTRG.19358.1_rev,0.008857369422912598,Non-coding
MSTRG.19743.1_rev,0.017203807830810547,Non-coding
MSTRG.19744.1_rev,0.0002047419548034668,Non-coding
MSTRG.19790.1_rev,0.0011690258979797363,Non-coding
MSTRG.19978.1_rev,0.09568947553634644,Non-coding
MSTRG.20051.1_rev,0.2744525671005249,Non-coding
MSTRG.20097.1_rev,0.0010147690773010254,Non-coding
MSTRG.20689.1_rev,0.0564805269241333,Non-coding
MSTRG.20700.1_rev,0.25998151302337646,Non-coding
MSTRG.21318.1_rev,0.025041639804840088,Non-coding
MSTRG.21352.1_rev,0.053523898124694824,Non-coding
MSTRG.21409.1_rev,0.023569762706756592,Non-coding
MSTRG.21542.1_rev,0.00180894136428833,Non-coding
MSTRG.21631.1_rev,0.07098650932312012,Non-coding
MSTRG.21909.1_rev,0.032606542110443115,Non-coding
MSTRG.21933.1_rev,0.02401202917098999,Non-coding
MSTRG.22017.1_rev,0.0008884072303771973,Non-coding
MSTRG.22177.1_rev,0.0814022421836853,Non-coding
MSTRG.22199.1_rev,0.01123267412185669,Non-coding
MSTRG.22216.1_rev,0.002115905284881592,Non-coding
MSTRG.22275.1_rev,0.47801029682159424,Non-coding
MSTRG.22474.1_rev,0.004126250743865967,Non-coding
MSTRG.22529.1_rev,0.026805460453033447,Non-coding
MSTRG.22544.1_rev,0.11359512805938721,Non-coding
MSTRG.22547.1_rev,0.01649397611618042,Non-coding
MSTRG.22575.1_rev,0.000596165657043457,Non-coding
MSTRG.22657.1_rev,0.046457529067993164,Non-coding
MSTRG.22721.1_rev,0.0018664002418518066,Non-coding
MSTRG.22723.1_rev,0.0044065117835998535,Non-coding
MSTRG.22777.1_rev,0.0010750889778137207,Non-coding
MSTRG.23085.1_rev,0.8456441164016724,Coding
MSTRG.23116.1_rev,0.5004860758781433,Coding
MSTRG.23207.1_rev,0.0009534955024719238,Non-coding
MSTRG.23317.1_rev,0.5872707366943359,Coding
MSTRG.23401.1_rev,0.0586734414100647,Non-coding
MSTRG.23406.1_rev,0.11047297716140747,Non-coding
MSTRG.23460.1_rev,0.02198702096939087,Non-coding
MSTRG.23545.1_rev,0.0045452117919921875,Non-coding
MSTRG.23683.1_rev,0.20725029706954956,Non-coding
MSTRG.23777.1_rev,0.00021690130233764648,Non-coding
MSTRG.23799.1_rev,0.08485549688339233,Non-coding
MSTRG.23952.1_rev,0.04933273792266846,Non-coding
MSTRG.24014.1_rev,0.0734260082244873,Non-coding
MSTRG.24024.1_rev,0.027705729007720947,Non-coding
MSTRG.24072.1_rev,0.10640078783035278,Non-coding
MSTRG.24135.1_rev,0.39240092039108276,Non-coding
MSTRG.24155.1_rev,0.5961636006832123,Coding
MSTRG.24167.1_rev,0.20140111446380615,Non-coding
MSTRG.24236.1_rev,0.053354501724243164,Non-coding
MSTRG.24281.1_rev,0.01749718189239502,Non-coding
MSTRG.24394.1_rev,0.0045509934425354,Non-coding
MSTRG.24396.1_rev,0.08136636018753052,Non-coding
MSTRG.24450.1_rev,0.10437321662902832,Non-coding
MSTRG.24455.1_rev,0.06320744752883911,Non-coding
MSTRG.24483.1_rev,0.023484408855438232,Non-coding
MSTRG.24550.1_rev,0.08711397647857666,Non-coding
MSTRG.24608.1_rev,0.008125007152557373,Non-coding
MSTRG.24632.1_rev,0.07559800148010254,Non-coding
MSTRG.24638.1_rev,0.034326016902923584,Non-coding
MSTRG.25104.1_rev,0.06982284784317017,Non-coding
MSTRG.25404.1_rev,0.00968402624130249,Non-coding
MSTRG.25608.1_rev,0.11871474981307983,Non-coding
MSTRG.25642.1_rev,0.7868840098381042,Coding
MSTRG.25688.1_rev,0.002274930477142334,Non-coding
MSTRG.25733.1_rev,0.025040626525878906,Non-coding
MSTRG.25790.1_rev,0.14901036024093628,Non-coding
MSTRG.26013.1_rev,0.007383942604064941,Non-coding
MSTRG.26375.1_rev,0.01216977834701538,Non-coding
MSTRG.26378.1_rev,0.008509218692779541,Non-coding
MSTRG.26395.1_rev,0.03563964366912842,Non-coding
MSTRG.26411.1_rev,0.03224027156829834,Non-coding
MSTRG.26475.1_rev,0.0014811158180236816,Non-coding
MSTRG.26545.1_rev,0.015263855457305908,Non-coding
MSTRG.26546.1_rev,0.021850168704986572,Non-coding
MSTRG.26570.1_rev,0.4526740312576294,Non-coding
MSTRG.26571.1_rev,0.024360358715057373,Non-coding
MSTRG.26590.1_rev,0.024508893489837646,Non-coding
MSTRG.26745.1_rev,0.010644912719726562,Non-coding
MSTRG.26889.1_rev,0.00725322961807251,Non-coding
MSTRG.26929.1_rev,0.2744525671005249,Non-coding
MSTRG.26945.1_rev,0.0024907588958740234,Non-coding
MSTRG.26950.1_rev,0.2653502821922302,Non-coding
MSTRG.27008.1_rev,0.002509593963623047,Non-coding
MSTRG.27255.1_rev,0.006165742874145508,Non-coding
MSTRG.27350.1_rev,0.0005985498428344727,Non-coding
MSTRG.27460.1_rev,0.052875816822052,Non-coding
MSTRG.27646.1_rev,0.01717466115951538,Non-coding
MSTRG.27681.1_rev,0.019533097743988037,Non-coding
MSTRG.27823.1_rev,0.02349686622619629,Non-coding
MSTRG.27849.1_rev,0.011089205741882324,Non-coding
MSTRG.27889.1_rev,0.7089266777038574,Coding
MSTRG.28027.1_rev,0.8500690758228302,Coding
MSTRG.28039.1_rev,0.08946734666824341,Non-coding
MSTRG.28241.1_rev,0.8738386929035187,Coding
MSTRG.28263.1_rev,0.2744525671005249,Non-coding
MSTRG.28339.1_rev,0.007782936096191406,Non-coding
MSTRG.28434.1_rev,0.9001632407307625,Coding
MSTRG.28450.1_rev,0.05935776233673096,Non-coding
MSTRG.28596.1_rev,0.03047841787338257,Non-coding
MSTRG.28728.1_rev,0.07204854488372803,Non-coding
MSTRG.29027.1_rev,0.1242641806602478,Non-coding
MSTRG.29080.1_rev,0.2120494842529297,Non-coding
MSTRG.29160.1_rev,0.0006210803985595703,Non-coding
MSTRG.29464.1_rev,0.09479117393493652,Non-coding
MSTRG.29482.1_rev,0.034999191761016846,Non-coding
MSTRG.29518.1_rev,0.07229369878768921,Non-coding
MSTRG.29549.1_rev,0.2744525671005249,Non-coding
MSTRG.29658.1_rev,0.36676084995269775,Non-coding
MSTRG.29684.1_rev,0.06883639097213745,Non-coding
MSTRG.29711.1_rev,0.0016379952430725098,Non-coding
MSTRG.29837.1_rev,0.4287645220756531,Non-coding
MSTRG.29866.1_rev,0.012011885643005371,Non-coding
MSTRG.29983.1_rev,0.03677445650100708,Non-coding
MSTRG.30051.1_rev,0.7360216081142426,Coding
MSTRG.30168.1_rev,0.07870638370513916,Non-coding
MSTRG.30329.1_rev,0.6344949007034302,Coding
MSTRG.30348.1_rev,0.03297734260559082,Non-coding
MSTRG.30520.1_rev,0.9428483247756958,Coding
MSTRG.30722.1_rev,0.07126486301422119,Non-coding
MSTRG.30862.1_rev,0.07221353054046631,Non-coding
MSTRG.30872.1_rev,0.018459975719451904,Non-coding
MSTRG.30879.1_rev,0.9652712382376194,Coding
MSTRG.30909.1_rev,0.02580571174621582,Non-coding
MSTRG.31263.1_rev,0.12638640403747559,Non-coding
MSTRG.31272.1_rev,0.084866464138031,Non-coding
MSTRG.31367.1_rev,0.011131882667541504,Non-coding
MSTRG.31517.1_rev,0.16875100135803223,Non-coding
MSTRG.31518.1_rev,0.0008395910263061523,Non-coding
MSTRG.31547.1_rev,0.010479569435119629,Non-coding
MSTRG.31695.1_rev,0.01438230276107788,Non-coding
MSTRG.31715.1_rev,0.06910258531570435,Non-coding
MSTRG.31734.1_rev,0.2744525671005249,Non-coding
MSTRG.31798.1_rev,0.921412467956543,Coding
MSTRG.31811.1_rev,0.8631718456745148,Coding
MSTRG.32109.1_rev,0.343871533870697,Non-coding
MSTRG.32233.1_rev,0.09282326698303223,Non-coding
MSTRG.32329.1_rev,0.03068453073501587,Non-coding
MSTRG.32685.1_rev,0.049236178398132324,Non-coding
MSTRG.32796.1_rev,0.05819743871688843,Non-coding
MSTRG.32881.1_rev,0.6963854432106018,Coding
MSTRG.32962.1_rev,0.048366427421569824,Non-coding
MSTRG.33008.1_rev,0.057331204414367676,Non-coding
MSTRG.33027.1_rev,0.0017679333686828613,Non-coding
MSTRG.33233.1_rev,0.0013510584831237793,Non-coding
MSTRG.33254.1_rev,0.006212472915649414,Non-coding
MSTRG.33334.1_rev,0.909626379609108,Coding
MSTRG.33570.1_rev,0.06335985660552979,Non-coding
MSTRG.33754.1_rev,0.2744525671005249,Non-coding
MSTRG.34411.1_rev,0.049082815647125244,Non-coding
MSTRG.34653.1_rev,0.13297700881958008,Non-coding
MSTRG.34656.1_rev,0.09827971458435059,Non-coding
MSTRG.34821.1_rev,0.008028388023376465,Non-coding
MSTRG.34824.1_rev,0.03673893213272095,Non-coding
MSTRG.34895.1_rev,0.9339520782232285,Coding
MSTRG.34904.1_rev,0.7909409552812576,Coding
MSTRG.34969.1_rev,0.025951266288757324,Non-coding
MSTRG.35009.1_rev,0.4745001792907715,Non-coding
MSTRG.35142.1_rev,0.2744525671005249,Non-coding
MSTRG.35240.1_rev,0.0003744363784790039,Non-coding
MSTRG.35277.1_rev,0.015606105327606201,Non-coding
MSTRG.35297.1_rev,0.001093149185180664,Non-coding
MSTRG.35365.1_rev,0.4907708764076233,Non-coding
MSTRG.35382.1_rev,0.6241476833820343,Coding
MSTRG.35553.1_rev,0.0023203492164611816,Non-coding
MSTRG.35671.1_rev,0.0032542943954467773,Non-coding
MSTRG.35816.1_rev,0.5597899854183197,Coding
MSTRG.36020.1_rev,0.043744027614593506,Non-coding
MSTRG.36052.1_rev,0.029114365577697754,Non-coding
MSTRG.36067.1_rev,0.18029522895812988,Non-coding
MSTRG.36281.1_rev,0.004333853721618652,Non-coding
MSTRG.36715.1_rev,0.0034159421920776367,Non-coding
MSTRG.36893.1_rev,0.5366294384002686,Coding
MSTRG.36896.1_rev,0.03670954704284668,Non-coding
MSTRG.37288.1_rev,0.5292059779167175,Coding
MSTRG.37293.1_rev,0.06383705139160156,Non-coding
MSTRG.37313.1_rev,0.017683207988739014,Non-coding
MSTRG.37367.1_rev,0.049122154712677,Non-coding
MSTRG.37833.1_rev,0.8137789815664291,Coding
MSTRG.37995.1_rev,0.2744525671005249,Non-coding
MSTRG.38052.1_rev,0.0462799072265625,Non-coding
MSTRG.38114.1_rev,0.9724457170814276,Coding
MSTRG.38172.1_rev,0.04214274883270264,Non-coding
MSTRG.38462.1_rev,0.7755377441644669,Coding
MSTRG.38886.1_rev,0.046537697315216064,Non-coding
MSTRG.38900.1_rev,0.3951207399368286,Non-coding
MSTRG.38964.1_rev,0.003660440444946289,Non-coding
MSTRG.39302.1_rev,0.07681113481521606,Non-coding
MSTRG.39317.1_rev,0.027145981788635254,Non-coding
MSTRG.39521.1_rev,0.011005580425262451,Non-coding
MSTRG.39562.1_rev,0.07604080438613892,Non-coding
MSTRG.39900.1_rev,0.2744525671005249,Non-coding
MSTRG.39933.1_rev,0.0006410479545593262,Non-coding
MSTRG.40045.1_rev,0.3220953345298767,Non-coding
MSTRG.40199.1_rev,0.002371370792388916,Non-coding
MSTRG.40203.1_rev,0.02689218521118164,Non-coding
MSTRG.40504.1_rev,0.11098480224609375,Non-coding
MSTRG.40550.1_rev,0.9840827286243439,Coding
MSTRG.40556.1_rev,0.2820615768432617,Non-coding
MSTRG.40603.1_rev,0.29301416873931885,Non-coding
MSTRG.40634.1_rev,0.043081045150756836,Non-coding
MSTRG.40931.1_rev,0.8853497207164764,Coding
MSTRG.40999.1_rev,0.025828778743743896,Non-coding
MSTRG.41102.1_rev,0.014798879623413086,Non-coding
MSTRG.41232.1_rev,0.03623265027999878,Non-coding
MSTRG.41401.1_rev,0.05696958303451538,Non-coding
MSTRG.41447.1_rev,0.013209879398345947,Non-coding
MSTRG.41818.1_rev,0.5749004781246185,Coding
MSTRG.42043.1_rev,0.5892259180545807,Coding
MSTRG.42118.1_rev,0.008742451667785645,Non-coding
MSTRG.42176.1_rev,0.024928569793701172,Non-coding
MSTRG.42201.1_rev,0.0066471099853515625,Non-coding
MSTRG.42256.1_rev,0.008716225624084473,Non-coding
MSTRG.42330.1_rev,0.0843309760093689,Non-coding
MSTRG.42394.1_rev,0.01475459337234497,Non-coding
MSTRG.42422.1_rev,0.03854328393936157,Non-coding
MSTRG.42596.1_rev,0.04928791522979736,Non-coding
MSTRG.42719.1_rev,0.03744226694107056,Non-coding
MSTRG.42724.1_rev,0.0058550238609313965,Non-coding
MSTRG.42755.1_rev,0.06863987445831299,Non-coding
MSTRG.42884.1_rev,0.7208154797554016,Coding
MSTRG.43024.1_rev,0.7855017632246017,Coding
MSTRG.43339.1_rev,0.4723275899887085,Non-coding
MSTRG.43424.1_rev,0.02437889575958252,Non-coding
MSTRG.43448.1_rev,0.05390220880508423,Non-coding
MSTRG.43539.1_rev,0.7689286917448044,Coding
MSTRG.43580.1_rev,0.01672905683517456,Non-coding
MSTRG.43623.1_rev,0.045277297496795654,Non-coding
MSTRG.43752.1_rev,0.03863602876663208,Non-coding
MSTRG.43795.1_rev,0.0648762583732605,Non-coding
MSTRG.43915.1_rev,0.718818873167038,Coding
MSTRG.43932.1_rev,0.15548193454742432,Non-coding
MSTRG.44021.1_rev,0.006291508674621582,Non-coding
MSTRG.44022.1_rev,0.8922894224524498,Coding
MSTRG.44045.1_rev,0.23322969675064087,Non-coding
MSTRG.44101.1_rev,0.5650207102298737,Coding
MSTRG.44116.1_rev,0.13474923372268677,Non-coding
MSTRG.44131.1_rev,0.8164041638374329,Coding
MSTRG.44188.1_rev,0.014018416404724121,Non-coding
MSTRG.44189.1_rev,0.03655749559402466,Non-coding
MSTRG.44279.1_rev,0.09286683797836304,Non-coding
MSTRG.44285.1_rev,0.8399351835250854,Coding
MSTRG.44429.1_rev,0.015101253986358643,Non-coding
MSTRG.44518.1_rev,0.2744525671005249,Non-coding
MSTRG.44586.1_rev,0.37047111988067627,Non-coding
MSTRG.44736.1_rev,0.13531512022018433,Non-coding
MSTRG.44835.1_rev,0.07153332233428955,Non-coding
MSTRG.45145.1_rev,0.0337260365486145,Non-coding
MSTRG.45170.1_rev,0.13515937328338623,Non-coding
MSTRG.45412.1_rev,0.7548992782831192,Coding
MSTRG.45576.1_rev,0.007001399993896484,Non-coding
MSTRG.45698.1_rev,0.8581449389457703,Coding
MSTRG.45795.1_rev,0.5192201137542725,Coding
MSTRG.45861.1_rev,0.5960231423377991,Coding
MSTRG.45909.1_rev,0.06233561038970947,Non-coding
MSTRG.45925.1_rev,0.9197187721729279,Coding
MSTRG.45973.1_rev,0.9966159015893936,Coding
MSTRG.45977.1_rev,0.015069961547851562,Non-coding
MSTRG.45988.1_rev,0.09253662824630737,Non-coding
MSTRG.46137.1_rev,0.030405938625335693,Non-coding
MSTRG.46168.1_rev,0.025190412998199463,Non-coding
MSTRG.46199.1_rev,0.362698495388031,Non-coding
MSTRG.46424.1_rev,0.09824085235595703,Non-coding
MSTRG.46753.1_rev,0.04570937156677246,Non-coding
MSTRG.46764.1_rev,0.007748067378997803,Non-coding
MSTRG.46898.1_rev,0.4646506905555725,Non-coding
MSTRG.46936.1_rev,0.04391831159591675,Non-coding
MSTRG.47156.1_rev,0.004037201404571533,Non-coding
MSTRG.47197.1_rev,0.04813665151596069,Non-coding
MSTRG.47220.1_rev,0.020986557006835938,Non-coding
MSTRG.47310.1_rev,0.07163947820663452,Non-coding
MSTRG.47323.1_rev,0.9409313946962357,Coding
MSTRG.47387.1_rev,0.9596548676490784,Coding
MSTRG.47469.1_rev,0.0006576180458068848,Non-coding
MSTRG.47524.1_rev,0.2651107907295227,Non-coding
MSTRG.47534.1_rev,0.10152608156204224,Non-coding
MSTRG.47546.1_rev,0.789532795548439,Coding
MSTRG.47552.1_rev,0.05193030834197998,Non-coding
MSTRG.47565.1_rev,0.049061715602874756,Non-coding
MSTRG.47592.1_rev,0.4109776020050049,Non-coding
MSTRG.47694.1_rev,0.5992331504821777,Coding
MSTRG.47949.1_rev,0.02639937400817871,Non-coding
MSTRG.48088.1_rev,0.288856565952301,Non-coding
MSTRG.48417.1_rev,0.038031041622161865,Non-coding
MSTRG.48509.1_rev,0.021516084671020508,Non-coding
MSTRG.48611.1_rev,0.09412384033203125,Non-coding
MSTRG.48624.1_rev,0.18349742889404297,Non-coding
MSTRG.48625.1_rev,0.8163066804409027,Coding
MSTRG.48727.1_rev,0.5725331902503967,Coding
MSTRG.48798.1_rev,0.8190664649009705,Coding
MSTRG.48913.1_rev,0.0023595094680786133,Non-coding
