SeqID,Coding_probability,Prediction
MSTRG.513.1,0.8136724084615707,Coding
MSTRG.513.2,0.8293957263231277,Coding
MSTRG.513.3,0.33483749628067017,Non-coding
MSTRG.513.4,0.8437266498804092,Coding
MSTRG.514.1,0.7003900110721588,Coding
MSTRG.514.2,0.7888522446155548,Coding
MSTRG.515.1,0.7650644481182098,Coding
MSTRG.515.2,0.7315246760845184,Coding
MSTRG.518.1,0.21231621503829956,Non-coding
MSTRG.519.1,0.006304800510406494,Non-coding
MSTRG.519.2,0.2744525671005249,Non-coding
MSTRG.520.1,0.7904422730207443,Coding
MSTRG.522.1,0.3433225154876709,Non-coding
MSTRG.525.1,0.9906313549727201,Coding
MSTRG.525.2,0.9250761047005653,Coding
MSTRG.530.1,0.052086055278778076,Non-coding
MSTRG.536.1,0.1252325177192688,Non-coding
MSTRG.536.2,0.13877731561660767,Non-coding
MSTRG.537.1,0.7288282215595245,Coding
MSTRG.542.1,0.7408154606819153,Coding
MSTRG.544.1,0.40028226375579834,Non-coding
MSTRG.544.2,0.2744525671005249,Non-coding
MSTRG.544.3,0.2744525671005249,Non-coding
MSTRG.548.1,0.9199866950511932,Coding
MSTRG.550.1,0.017353355884552002,Non-coding
MSTRG.551.1,0.08617216348648071,Non-coding
MSTRG.551.2,0.06808465719223022,Non-coding
MSTRG.551.3,0.12335526943206787,Non-coding
MSTRG.551.4,0.06939327716827393,Non-coding
MSTRG.551.5,0.08599966764450073,Non-coding
MSTRG.551.6,0.05725342035293579,Non-coding
MSTRG.551.7,0.0798497200012207,Non-coding
MSTRG.551.8,0.08817636966705322,Non-coding
MSTRG.551.9,0.07618701457977295,Non-coding
MSTRG.551.10,0.051675617694854736,Non-coding
MSTRG.555.1,0.5733347237110138,Coding
MSTRG.555.2,0.05179858207702637,Non-coding
MSTRG.555.3,0.0521884560585022,Non-coding
MSTRG.555.4,0.0512813925743103,Non-coding
MSTRG.555.5,0.051509857177734375,Non-coding
MSTRG.559.1,0.0035132169723510742,Non-coding
MSTRG.560.1,0.08746981620788574,Non-coding
MSTRG.565.1,0.1341344714164734,Non-coding
MSTRG.567.1,0.2744525671005249,Non-coding
MSTRG.570.1,0.027424097061157227,Non-coding
MSTRG.570.2,0.05107384920120239,Non-coding
MSTRG.571.1,0.008246302604675293,Non-coding
MSTRG.570.3,0.025181472301483154,Non-coding
MSTRG.571.2,0.0044425129890441895,Non-coding
MSTRG.570.4,0.03655052185058594,Non-coding
MSTRG.570.5,0.008197247982025146,Non-coding
MSTRG.570.6,0.024810075759887695,Non-coding
MSTRG.570.7,0.04367470741271973,Non-coding
MSTRG.570.8,0.0460587739944458,Non-coding
MSTRG.570.9,0.042354583740234375,Non-coding
MSTRG.573.1,0.9519978351891041,Coding
MSTRG.576.1,0.9424430690705776,Coding
MSTRG.582.1,0.5415650606155396,Coding
MSTRG.583.1,0.029238402843475342,Non-coding
MSTRG.583.2,0.16336166858673096,Non-coding
MSTRG.583.3,0.032031238079071045,Non-coding
MSTRG.583.4,0.02557539939880371,Non-coding
MSTRG.588.1,0.06332701444625854,Non-coding
MSTRG.590.1,0.04211103916168213,Non-coding
MSTRG.591.1,0.801816314458847,Coding
MSTRG.592.1,0.9299313426017761,Coding
MSTRG.593.1,0.0019102692604064941,Non-coding
MSTRG.594.1,0.010953962802886963,Non-coding
MSTRG.594.2,0.01317298412322998,Non-coding
MSTRG.600.1,0.6533757746219635,Coding
MSTRG.601.1,0.9624150469899178,Coding
MSTRG.603.1,0.010030210018157959,Non-coding
MSTRG.605.1,0.003939449787139893,Non-coding
MSTRG.606.1,0.18749910593032837,Non-coding
MSTRG.606.2,0.1329042911529541,Non-coding
MSTRG.607.1,0.08449971675872803,Non-coding
MSTRG.614.1,0.08631289005279541,Non-coding
MSTRG.614.2,0.10180056095123291,Non-coding
MSTRG.614.3,0.025534451007843018,Non-coding
MSTRG.614.4,0.09789866209030151,Non-coding
MSTRG.614.5,0.008826673030853271,Non-coding
MSTRG.614.6,0.0014194250106811523,Non-coding
MSTRG.618.1,0.006068587303161621,Non-coding
MSTRG.617.1,0.017338156700134277,Non-coding
MSTRG.621.1,0.7813811898231506,Coding
MSTRG.623.1,0.037824153900146484,Non-coding
MSTRG.629.1,0.013990044593811035,Non-coding
MSTRG.632.1,0.09314268827438354,Non-coding
MSTRG.632.2,0.010122835636138916,Non-coding
MSTRG.636.1,0.1285528540611267,Non-coding
MSTRG.638.1,0.0911787748336792,Non-coding
MSTRG.638.2,0.3371087908744812,Non-coding
MSTRG.638.3,0.018420696258544922,Non-coding
MSTRG.638.4,0.2836209535598755,Non-coding
MSTRG.638.5,0.3309428095817566,Non-coding
MSTRG.639.1,0.02683866024017334,Non-coding
MSTRG.638.6,0.23679983615875244,Non-coding
MSTRG.638.7,0.34406185150146484,Non-coding
MSTRG.638.8,0.0640684962272644,Non-coding
MSTRG.638.9,0.3929709196090698,Non-coding
MSTRG.638.10,0.31769728660583496,Non-coding
MSTRG.639.2,0.030296623706817627,Non-coding
MSTRG.646.1,0.006738245487213135,Non-coding
MSTRG.646.2,0.013725340366363525,Non-coding
MSTRG.650.1,0.7964588850736618,Coding
MSTRG.655.1,0.2744525671005249,Non-coding
MSTRG.659.1,0.036346256732940674,Non-coding
MSTRG.665.1,0.03812974691390991,Non-coding
MSTRG.671.1,0.1773664951324463,Non-coding
MSTRG.676.1,0.8823360428214073,Coding
MSTRG.682.1,0.08788543939590454,Non-coding
MSTRG.686.1,0.33318716287612915,Non-coding
MSTRG.688.1,0.03463006019592285,Non-coding
MSTRG.694.1,0.9926389665342867,Coding
MSTRG.695.1,0.051014482975006104,Non-coding
MSTRG.695.2,0.2744525671005249,Non-coding
MSTRG.695.3,0.2744525671005249,Non-coding
MSTRG.695.4,0.049488604068756104,Non-coding
MSTRG.695.5,0.05336594581604004,Non-coding
MSTRG.695.6,0.2744525671005249,Non-coding
MSTRG.695.7,0.000978708267211914,Non-coding
MSTRG.700.1,0.003955066204071045,Non-coding
MSTRG.700.2,0.01788240671157837,Non-coding
MSTRG.700.3,0.0032027363777160645,Non-coding
MSTRG.699.2,0.08691585063934326,Non-coding
MSTRG.701.1,0.0060694217681884766,Non-coding
MSTRG.703.1,0.13284718990325928,Non-coding
MSTRG.703.2,0.09701234102249146,Non-coding
MSTRG.704.1,0.0718998908996582,Non-coding
MSTRG.704.2,0.04464000463485718,Non-coding
MSTRG.708.1,0.008036375045776367,Non-coding
MSTRG.707.1,0.8916149660944939,Coding
MSTRG.709.1,0.006650745868682861,Non-coding
MSTRG.713.1,0.9803411792963743,Coding
MSTRG.721.1,0.9102842211723328,Coding
MSTRG.722.1,0.9775490500032902,Coding
MSTRG.730.1,0.10465282201766968,Non-coding
MSTRG.731.1,0.022597014904022217,Non-coding
MSTRG.731.2,0.04202061891555786,Non-coding
MSTRG.731.3,0.08698999881744385,Non-coding
MSTRG.731.4,0.03260380029678345,Non-coding
MSTRG.735.1,0.0793156623840332,Non-coding
MSTRG.735.2,0.02632039785385132,Non-coding
MSTRG.735.3,0.04892551898956299,Non-coding
MSTRG.735.4,0.002657949924468994,Non-coding
MSTRG.735.5,0.034410178661346436,Non-coding
MSTRG.736.1,0.035321176052093506,Non-coding
MSTRG.736.2,0.037191689014434814,Non-coding
MSTRG.736.3,0.03426551818847656,Non-coding
MSTRG.736.4,0.034304141998291016,Non-coding
MSTRG.741.1,0.026651322841644287,Non-coding
MSTRG.743.1,0.2744525671005249,Non-coding
MSTRG.744.1,0.8850732743740082,Coding
MSTRG.749.1,0.694840669631958,Coding
MSTRG.750.1,0.5239461362361908,Coding
MSTRG.751.3,0.0630229115486145,Non-coding
MSTRG.751.1,0.3906638026237488,Non-coding
MSTRG.751.2,0.18993449211120605,Non-coding
MSTRG.752.1,0.021681010723114014,Non-coding
MSTRG.752.2,0.01248013973236084,Non-coding
MSTRG.752.3,0.03618621826171875,Non-coding
MSTRG.755.1,0.00015974044799804688,Non-coding
MSTRG.756.3,0.0255434513092041,Non-coding
MSTRG.757.1,0.04396253824234009,Non-coding
MSTRG.757.2,0.04993879795074463,Non-coding
MSTRG.757.3,0.031343162059783936,Non-coding
MSTRG.756.6,0.8458604067564011,Coding
MSTRG.756.7,0.8464325815439224,Coding
MSTRG.756.8,0.8883228674530983,Coding
MSTRG.756.9,0.8859029710292816,Coding
MSTRG.764.1,0.054852426052093506,Non-coding
MSTRG.767.1,0.9945930135436356,Coding
MSTRG.771.1,0.5115236043930054,Coding
MSTRG.774.1,0.2947149872779846,Non-coding
MSTRG.776.1,0.3898310661315918,Non-coding
MSTRG.777.1,0.20780622959136963,Non-coding
MSTRG.779.1,0.9749405421316624,Coding
MSTRG.780.1,0.11212080717086792,Non-coding
MSTRG.785.1,0.5828185975551605,Coding
MSTRG.785.2,0.4190055727958679,Non-coding
MSTRG.785.3,0.3603708744049072,Non-coding
MSTRG.785.4,0.051784634590148926,Non-coding
MSTRG.785.5,0.7809537351131439,Coding
MSTRG.785.6,0.5300769209861755,Coding
MSTRG.791.1,0.027829110622406006,Non-coding
MSTRG.791.2,0.06944471597671509,Non-coding
MSTRG.802.1,0.12284553050994873,Non-coding
MSTRG.802.2,0.12355220317840576,Non-coding
MSTRG.805.1,0.4946449398994446,Non-coding
MSTRG.808.1,0.4370202422142029,Non-coding
MSTRG.809.1,0.07686692476272583,Non-coding
MSTRG.814.1,0.01592850685119629,Non-coding
MSTRG.819.1,0.02683854103088379,Non-coding
MSTRG.820.1,0.633626252412796,Coding
MSTRG.822.1,0.9194647520780563,Coding
MSTRG.822.2,0.010093867778778076,Non-coding
MSTRG.822.3,0.9211038127541542,Coding
MSTRG.826.1,0.9998857118698652,Coding
MSTRG.827.1,0.02628535032272339,Non-coding
MSTRG.830.1,0.016044318675994873,Non-coding
MSTRG.830.2,0.010457396507263184,Non-coding
MSTRG.837.1,0.06764566898345947,Non-coding
MSTRG.856.1,0.014259517192840576,Non-coding
MSTRG.861.1,0.2744525671005249,Non-coding
MSTRG.865.1,0.15040308237075806,Non-coding
MSTRG.865.2,0.12191468477249146,Non-coding
MSTRG.874.4,0.016859352588653564,Non-coding
MSTRG.874.5,0.015285670757293701,Non-coding
MSTRG.877.1,0.061896681785583496,Non-coding
MSTRG.880.1,0.8189065605401993,Coding
MSTRG.881.1,0.01534336805343628,Non-coding
MSTRG.891.1,0.5448921024799347,Coding
MSTRG.892.1,0.020021378993988037,Non-coding
MSTRG.893.1,0.0032810568809509277,Non-coding
MSTRG.892.2,0.02045649290084839,Non-coding
MSTRG.894.1,0.2744525671005249,Non-coding
MSTRG.895.1,0.23692697286605835,Non-coding
MSTRG.896.1,0.17900806665420532,Non-coding
MSTRG.898.1,0.02929931879043579,Non-coding
MSTRG.900.1,0.06473052501678467,Non-coding
MSTRG.901.1,0.15249377489089966,Non-coding
MSTRG.906.1,0.02656376361846924,Non-coding
MSTRG.908.1,0.09545046091079712,Non-coding
MSTRG.921.1,0.015668392181396484,Non-coding
MSTRG.924.1,0.013999521732330322,Non-coding
MSTRG.926.1,0.013037800788879395,Non-coding
MSTRG.927.4,0.7171952724456787,Coding
MSTRG.928.1,0.07444953918457031,Non-coding
MSTRG.928.2,0.10389339923858643,Non-coding
MSTRG.929.1,0.03601181507110596,Non-coding
MSTRG.937.1,0.08948838710784912,Non-coding
MSTRG.946.1,0.8835132047533989,Coding
MSTRG.946.2,0.846686840057373,Coding
MSTRG.951.1,0.06455963850021362,Non-coding
MSTRG.953.1,0.012210488319396973,Non-coding
MSTRG.953.2,0.013730347156524658,Non-coding
MSTRG.953.3,0.013125002384185791,Non-coding
MSTRG.956.1,0.11384868621826172,Non-coding
MSTRG.957.1,0.05095392465591431,Non-coding
MSTRG.968.1,0.05887991189956665,Non-coding
MSTRG.968.2,0.07482600212097168,Non-coding
MSTRG.974.1,0.704433023929596,Coding
MSTRG.977.1,0.06762111186981201,Non-coding
MSTRG.977.2,0.09251350164413452,Non-coding
MSTRG.987.1,0.04698681831359863,Non-coding
MSTRG.987.2,0.4839928150177002,Non-coding
MSTRG.987.3,0.3570197820663452,Non-coding
MSTRG.987.4,0.08750468492507935,Non-coding
MSTRG.987.5,0.2742675542831421,Non-coding
MSTRG.987.6,0.47123366594314575,Non-coding
MSTRG.987.7,0.9842417892068624,Coding
MSTRG.988.1,0.07684224843978882,Non-coding
MSTRG.988.2,0.10262900590896606,Non-coding
MSTRG.987.8,0.5521758198738098,Coding
MSTRG.987.9,0.9999828106083442,Coding
MSTRG.987.10,0.9999999984590296,Coding
MSTRG.987.11,0.9999991763038452,Coding
MSTRG.987.12,0.9999451388794114,Coding
MSTRG.987.13,0.09574306011199951,Non-coding
MSTRG.986.26,0.8825419917702675,Coding
MSTRG.989.1,0.2744525671005249,Non-coding
MSTRG.991.1,0.007772266864776611,Non-coding
MSTRG.992.1,0.04294466972351074,Non-coding
MSTRG.992.2,0.04294466972351074,Non-coding
MSTRG.995.1,0.04200011491775513,Non-coding
MSTRG.995.2,0.006238996982574463,Non-coding
MSTRG.995.3,0.02609860897064209,Non-coding
MSTRG.1001.1,0.6155752241611481,Coding
MSTRG.1004.1,0.010628223419189453,Non-coding
MSTRG.1013.1,0.003227531909942627,Non-coding
MSTRG.1022.1,0.10088026523590088,Non-coding
MSTRG.1023.1,0.025003552436828613,Non-coding
MSTRG.1029.1,0.04458409547805786,Non-coding
MSTRG.1034.1,0.0010495781898498535,Non-coding
MSTRG.1035.1,0.6331611275672913,Coding
MSTRG.1042.1,0.8934898003935814,Coding
MSTRG.1042.2,0.8879275918006897,Coding
MSTRG.1046.1,0.010913968086242676,Non-coding
MSTRG.1052.1,0.6355574727058411,Coding
MSTRG.1058.1,0.8869411796331406,Coding
MSTRG.1056.10,0.33281993865966797,Non-coding
MSTRG.1061.1,0.7074861526489258,Coding
MSTRG.1069.1,0.22136300802230835,Non-coding
MSTRG.1069.2,0.2349148392677307,Non-coding
MSTRG.1070.1,0.8432933986186981,Coding
MSTRG.1073.1,0.9857964757829905,Coding
MSTRG.1074.1,0.3004108667373657,Non-coding
MSTRG.1074.2,0.043251633644104004,Non-coding
MSTRG.1076.1,0.24491757154464722,Non-coding
MSTRG.1077.1,0.006038010120391846,Non-coding
MSTRG.1088.1,0.03322470188140869,Non-coding
MSTRG.1089.1,0.026260733604431152,Non-coding
MSTRG.1089.2,0.028971552848815918,Non-coding
MSTRG.1093.1,0.004625499248504639,Non-coding
MSTRG.1094.1,0.2429383397102356,Non-coding
MSTRG.1096.1,0.998915329342708,Coding
MSTRG.1097.1,0.9907985273748636,Coding
MSTRG.1098.1,0.9948277124203742,Coding
MSTRG.1110.1,0.3077040910720825,Non-coding
MSTRG.1113.1,0.25054848194122314,Non-coding
MSTRG.1114.1,0.7385184466838837,Coding
MSTRG.1116.1,0.6736674606800079,Coding
MSTRG.1125.1,0.05634552240371704,Non-coding
MSTRG.1132.1,0.7899626195430756,Coding
MSTRG.1133.1,0.03706556558609009,Non-coding
MSTRG.1131.3,0.7905336767435074,Coding
MSTRG.1133.2,0.003971219062805176,Non-coding
MSTRG.1139.1,0.9369891583919525,Coding
MSTRG.1140.1,0.03182095289230347,Non-coding
MSTRG.1150.1,0.001196742057800293,Non-coding
MSTRG.1150.2,0.001974940299987793,Non-coding
MSTRG.1150.3,0.0011566877365112305,Non-coding
MSTRG.1150.4,0.003257453441619873,Non-coding
MSTRG.1150.5,0.001955389976501465,Non-coding
MSTRG.1151.1,0.0029776692390441895,Non-coding
MSTRG.1152.1,0.011893868446350098,Non-coding
MSTRG.1153.1,0.85832679271698,Coding
MSTRG.1157.1,0.9279457181692123,Coding
MSTRG.1157.2,0.04990267753601074,Non-coding
MSTRG.1169.1,0.07958358526229858,Non-coding
MSTRG.1180.1,0.9236034154891968,Coding
MSTRG.1180.2,0.9120724648237228,Coding
MSTRG.1187.1,0.24324935674667358,Non-coding
MSTRG.1193.1,0.07271474599838257,Non-coding
MSTRG.1195.1,0.010176479816436768,Non-coding
MSTRG.1195.2,0.008711099624633789,Non-coding
MSTRG.1195.3,0.007918238639831543,Non-coding
MSTRG.1195.4,0.010633647441864014,Non-coding
MSTRG.1195.5,0.026355326175689697,Non-coding
MSTRG.1196.1,0.07973575592041016,Non-coding
MSTRG.1197.1,0.03581643104553223,Non-coding
MSTRG.1197.2,0.03478360176086426,Non-coding
MSTRG.1197.3,0.03858351707458496,Non-coding
MSTRG.1197.4,0.037194132804870605,Non-coding
MSTRG.1197.5,0.01605755090713501,Non-coding
MSTRG.1198.1,0.9396355897188187,Coding
MSTRG.1204.1,0.01245349645614624,Non-coding
MSTRG.1206.1,0.1700100302696228,Non-coding
MSTRG.1207.1,0.014009177684783936,Non-coding
MSTRG.1209.1,0.18048131465911865,Non-coding
MSTRG.1210.1,0.007239103317260742,Non-coding
MSTRG.1210.2,0.021871984004974365,Non-coding
MSTRG.1211.1,0.9798566848039627,Coding
MSTRG.1212.1,0.488722562789917,Non-coding
MSTRG.1217.1,0.9856585822999477,Coding
MSTRG.1218.1,0.010109186172485352,Non-coding
MSTRG.1233.1,0.988506087101996,Coding
MSTRG.1236.1,0.050470173358917236,Non-coding
MSTRG.1237.1,0.00930941104888916,Non-coding
MSTRG.1237.2,0.017104625701904297,Non-coding
MSTRG.1237.3,0.009399890899658203,Non-coding
MSTRG.1237.4,0.012427210807800293,Non-coding
MSTRG.1240.1,0.04988974332809448,Non-coding
MSTRG.1241.1,0.03649097681045532,Non-coding
MSTRG.1242.1,0.734093189239502,Coding
MSTRG.1242.2,0.6726493835449219,Coding
MSTRG.1242.3,0.8919704705476761,Coding
MSTRG.1244.1,0.1736735701560974,Non-coding
MSTRG.1245.1,0.015436172485351562,Non-coding
MSTRG.1245.2,0.02013230323791504,Non-coding
MSTRG.1248.1,0.9735382571816444,Coding
MSTRG.1250.1,0.759832501411438,Coding
MSTRG.1258.1,0.008939206600189209,Non-coding
MSTRG.1259.1,0.1654558777809143,Non-coding
MSTRG.1259.2,0.04440462589263916,Non-coding
MSTRG.1266.1,0.6053160429000854,Coding
MSTRG.1270.1,0.08532446622848511,Non-coding
MSTRG.1287.1,0.03632444143295288,Non-coding
MSTRG.1288.1,0.02000969648361206,Non-coding
MSTRG.1288.2,0.010789155960083008,Non-coding
MSTRG.1299.1,0.031110525131225586,Non-coding
MSTRG.1299.2,0.0261380672454834,Non-coding
MSTRG.1324.1,0.9766208566725254,Coding
MSTRG.1330.1,0.05592697858810425,Non-coding
MSTRG.1332.1,0.25070083141326904,Non-coding
MSTRG.1338.1,0.6204397678375244,Coding
MSTRG.1346.1,0.17352133989334106,Non-coding
MSTRG.1346.2,0.15933269262313843,Non-coding
MSTRG.1346.3,0.22069650888442993,Non-coding
MSTRG.1346.4,0.0950164794921875,Non-coding
MSTRG.1353.1,0.20552754402160645,Non-coding
MSTRG.1363.1,0.027063846588134766,Non-coding
MSTRG.1366.1,0.059284210205078125,Non-coding
MSTRG.1366.2,0.0038316845893859863,Non-coding
MSTRG.1367.1,0.027520954608917236,Non-coding
MSTRG.1367.2,0.08332031965255737,Non-coding
MSTRG.1368.1,0.08349770307540894,Non-coding
MSTRG.1371.1,0.021699130535125732,Non-coding
MSTRG.1374.1,0.0038750767707824707,Non-coding
MSTRG.1376.1,0.9070131704211235,Coding
MSTRG.1376.2,0.9975242642685771,Coding
MSTRG.1376.3,0.9975207394454628,Coding
MSTRG.1376.4,0.9989403181243688,Coding
MSTRG.1376.5,0.9974923655390739,Coding
MSTRG.1376.6,0.9680456854403019,Coding
MSTRG.1376.7,0.9980315924622118,Coding
MSTRG.1376.8,0.9955197088420391,Coding
MSTRG.1376.9,0.998214493971318,Coding
MSTRG.1376.10,0.9978142676409334,Coding
MSTRG.1376.11,0.9953957083635032,Coding
MSTRG.1377.1,0.9882066454738379,Coding
MSTRG.1377.2,0.9952163333073258,Coding
MSTRG.1377.3,0.9993534177774563,Coding
MSTRG.1377.4,0.9993137696874328,Coding
MSTRG.1378.1,0.05986809730529785,Non-coding
MSTRG.1380.1,0.4063892960548401,Non-coding
