ID	transcript_length	peptide_length	Fickett_score	pI	ORF_integrity	coding_probability	label
MSTRG.222.1	321	77	0.31664	11.877284431457518	-1	0.152205	noncoding
MSTRG.241.1	414	60	0.40568	11.6381067276001	1	0.0639891	noncoding
MSTRG.242.1	437	82	0.37588	10.331203651428222	1	0.117166	noncoding
MSTRG.245.1	734	72	0.34635	6.494161796569824	1	0.0547565	noncoding
MSTRG.246.1	1053	35	0.38682	10.693838310241699	1	0.020009	noncoding
MSTRG.247.1	1057	56	0.35825999999999997	4.796949577331543	1	0.0483556	noncoding
MSTRG.248.1	582	52	0.3719	10.556391716003418	1	0.035354	noncoding
MSTRG.249.1	510	31	0.35152000000000005	6.511270332336425	1	0.00628349	noncoding
MSTRG.254.1	1264	393	0.43737000000000004	8.73374156951904	-1	0.754646	coding
MSTRG.259.1	562	51	0.34833000000000003	5.9274202346801745	1	0.0210457	noncoding
MSTRG.262.1	1218	42	0.38222999999999996	9.185407066345213	1	0.0184154	noncoding
MSTRG.268.1	336	62	0.42526	7.85374813079834	1	0.0633038	noncoding
MSTRG.270.1	2833	150	0.34043999999999996	11.284948921203611	1	0.415528	noncoding
MSTRG.277.1	308	72	0.32422	6.695258140563964	1	0.045271	noncoding
MSTRG.307.1	732	97	0.40950000000000003	9.426518821716307	-1	0.110528	noncoding
MSTRG.322.1	219	0	0.41551000000000005	0.0	-1	0.00956931	noncoding
MSTRG.333.1	843	76	0.35505	11.610062980651858	1	0.0666557	noncoding
MSTRG.342.1	571	61	0.45835	9.25645122528076	1	0.120418	noncoding
MSTRG.348.1	704	48	0.48601000000000005	5.996479606628417	1	0.03461	noncoding
MSTRG.349.1	1242	163	0.33419000000000004	11.999967765808105	1	0.354288	noncoding
MSTRG.354.1	1539	142	0.39843	6.888908576965333	1	0.860912	coding
MSTRG.357.1	1775	188	0.40518000000000004	10.281820869445799	1	0.968282	coding
MSTRG.358.1	947	36	0.38652	7.976109123229981	1	0.0105473	noncoding
MSTRG.358.2	885	36	0.35681	7.976109123229981	1	0.00887987	noncoding
MSTRG.359.1	1169	144	0.3712	11.303644752502443	1	0.53624	coding
MSTRG.359.2	1140	137	0.37182	11.303644752502443	1	0.474482	noncoding
MSTRG.368.1	424	30	0.4557	6.686675453186036	1	0.0110271	noncoding
MSTRG.368.2	432	30	0.43107	6.686675453186036	1	0.0096778	noncoding
MSTRG.377.1	2169	132	0.34864	8.425260353088383	1	0.462878	noncoding
MSTRG.377.2	2060	132	0.34674	8.425260353088383	1	0.453639	noncoding
MSTRG.377.3	2908	132	0.31406	8.425260353088383	1	0.314026	noncoding
MSTRG.377.4	777	141	0.326	11.66112194061279	1	0.248573	noncoding
MSTRG.377.5	1501	57	0.37657	6.031378746032714	1	0.0358363	noncoding
MSTRG.377.6	1412	57	0.36023	6.031378746032714	1	0.0309733	noncoding
MSTRG.377.7	1441	56	0.30378	6.031378746032714	1	0.025064	noncoding
MSTRG.379.1	994	71	0.30487	9.507491111755371	1	0.0397431	noncoding
MSTRG.380.1	1002	77	0.35668	4.942684745788574	1	0.142398	noncoding
MSTRG.381.1	1937	330	0.47161000000000003	5.260812568664551	1	1	coding
MSTRG.386.1	6387	1924	0.45555	5.697392845153809	1	1	coding
MSTRG.386.2	6319	1873	0.4576	5.892009544372558	1	1	coding
MSTRG.386.3	5082	1597	0.46685	5.783503913879394	-1	1	coding
MSTRG.386.4	6341	1929	0.45555	5.677556037902832	1	1	coding
MSTRG.386.5	3990	1219	0.45333	5.172257423400877	1	1	coding
MSTRG.397.1	2720	836	0.45181999999999994	5.40916233062744	-1	0.999963	coding
MSTRG.400.1	3442	282	0.37766999999999995	7.112740516662597	1	0.999899	coding
MSTRG.404.1	606	47	0.36779	9.006700706481933	1	0.020091	noncoding
MSTRG.407.1	3442	282	0.37766999999999995	7.112740516662597	1	0.999899	coding
MSTRG.410.1	672	47	0.36193000000000003	9.006700706481933	1	0.0193146	noncoding
MSTRG.419.1	810	46	0.35271	11.878380393981931	1	0.0244154	noncoding
MSTRG.422.1	1251	93	0.31193000000000004	11.705024909973144	1	0.0735249	noncoding
MSTRG.422.2	1030	93	0.31737	11.705024909973144	1	0.0762163	noncoding
MSTRG.422.3	1320	118	0.32668	8.306187248229982	1	0.240749	noncoding
MSTRG.422.4	840	93	0.38543	11.705024909973144	1	0.155556	noncoding
MSTRG.438.1	555	38	0.31677000000000005	6.214343452453612	1	0.00938896	noncoding
MSTRG.440.1	596	38	0.34217	11.999967765808105	1	0.0185377	noncoding
MSTRG.441.1	515	98	0.46849	5.567402076721191	1	0.568362	coding
MSTRG.442.1	449	56	0.40829000000000004	7.966438865661622	1	0.0382224	noncoding
MSTRG.442.2	412	40	0.37539999999999996	11.999967765808105	-1	0.178702	noncoding
MSTRG.444.1	247	3	0.42697999999999997	4.29813060760498	1	0.0040134	noncoding
MSTRG.445.1	243	25	0.39784	4.0500284194946286	-1	0.0120508	noncoding
MSTRG.451.1	1918	125	0.31658	11.856138801574708	1	0.144652	noncoding
MSTRG.452.1	636	33	0.42430999999999996	8.492823219299318	1	0.0137268	noncoding
MSTRG.454.1	1636	125	0.35480999999999996	11.856138801574708	1	0.236535	noncoding
MSTRG.460.1	863	80	0.35362	9.381068611145018	1	0.0793557	noncoding
MSTRG.460.2	648	77	0.37599	6.522922325134277	1	0.0945203	noncoding
MSTRG.460.3	743	77	0.32809999999999995	6.522922325134277	1	0.0612519	noncoding
MSTRG.460.4	729	80	0.32085	9.381068611145018	1	0.058511	noncoding
MSTRG.463.1	428	55	0.32721000000000006	7.978429985046387	1	0.019255	noncoding
MSTRG.470.1	1160	108	0.4049	9.297710990905763	1	0.417228	noncoding
MSTRG.471.1	335	85	0.35309999999999997	10.626920127868651	1	0.100388	noncoding
MSTRG.481.1	668	64	0.36569999999999997	7.735468482971191	1	0.0377441	noncoding
MSTRG.498.1	703	41	0.333	5.986987495422363	1	0.0113736	noncoding
MSTRG.500.1	410	64	0.46474	9.848786735534667	-1	0.0927343	noncoding
MSTRG.501.1	1242	91	0.34595	5.984259223937988	1	0.16424	noncoding
MSTRG.502.1	650	144	0.31671	9.747893714904784	1	0.365681	noncoding
MSTRG.503.1	394	43	0.35402	5.818744087219239	1	0.0143196	noncoding
MSTRG.504.1	334	93	0.4685	7.833569526672364	1	0.426041	noncoding
MSTRG.506.1	496	57	0.30641	11.760467720031738	1	0.0322049	noncoding
MSTRG.507.1	463	85	0.35754	11.999967765808105	1	0.0772884	noncoding
MSTRG.511.1	1939	225	0.31203000000000003	11.36837100982666	1	0.722504	coding
MSTRG.511.2	1981	207	0.30302	10.817037391662598	1	0.646108	coding
MSTRG.511.3	2033	207	0.35094000000000003	10.817037391662598	1	0.897475	coding
MSTRG.513.1	733	127	0.44275000000000003	11.608451271057131	-1	0.246701	noncoding
MSTRG.513.2	680	127	0.41151	11.608451271057131	-1	0.215826	noncoding
MSTRG.513.3	677	118	0.38320000000000004	11.296037483215333	-1	0.190633	noncoding
MSTRG.513.4	696	131	0.40756000000000003	11.608451271057131	-1	0.215099	noncoding
MSTRG.514.1	2467	130	0.46718	10.383294105529785	1	0.906051	coding
MSTRG.514.2	613	75	0.44314	6.390544319152832	1	0.168363	noncoding
MSTRG.515.1	1400	149	0.36961	10.2493932723999	1	0.668879	coding
MSTRG.515.2	1454	149	0.36961	10.2493932723999	1	0.668879	coding
MSTRG.518.1	797	112	0.29527	11.371916770935059	-1	0.125727	noncoding
MSTRG.519.1	940	48	0.35137	11.71843433380127	1	0.0267423	noncoding
MSTRG.519.2	366	22	0.33393	5.007310676574707	-1	0.0205323	noncoding
MSTRG.520.1	697	125	0.37273999999999996	5.774182319641112	1	0.703612	coding
MSTRG.522.1	423	34	0.46264	4.133468055725097	1	0.0371121	noncoding
MSTRG.525.1	3978	583	0.41334	7.6645902633667	1	1	coding
MSTRG.525.2	1017	78	0.42709	4.8840837478637695	1	0.307856	noncoding
MSTRG.530.1	307	42	0.34434	7.800174903869629	1	0.0110344	noncoding
MSTRG.536.1	1377	128	0.34607999999999994	11.780259513854983	1	0.23377	noncoding
MSTRG.536.2	644	128	0.3695	11.780259513854983	1	0.321894	noncoding
MSTRG.537.1	866	93	0.33407	7.844658088684083	1	0.106294	noncoding
MSTRG.542.1	216	44	0.42638000000000004	4.5459486007690435	-1	0.020124	noncoding
MSTRG.544.1	858	74	0.36984000000000006	4.638823509216309	1	0.163481	noncoding
MSTRG.544.2	1021	98	0.32665	6.068608283996581	1	0.185525	noncoding
MSTRG.544.3	987	93	0.30119	6.068608283996581	1	0.133544	noncoding
MSTRG.548.1	527	31	0.42459	5.823063850402832	-1	0.0156424	noncoding
MSTRG.550.1	522	51	0.42378000000000005	8.632332801818851	1	0.0383666	noncoding
MSTRG.551.1	1100	76	0.33661	6.717993736267091	1	0.0589471	noncoding
MSTRG.551.2	1003	79	0.3182	8.095053291320802	1	0.0513467	noncoding
MSTRG.551.3	736	59	0.39073	11.999967765808105	1	0.0460225	noncoding
MSTRG.551.4	1061	79	0.33101	8.095053291320802	1	0.0564393	noncoding
MSTRG.551.5	976	76	0.37061	6.717993736267091	1	0.0809262	noncoding
MSTRG.551.6	1108	86	0.36484	11.372432518005368	1	0.106982	noncoding
MSTRG.551.7	961	79	0.35613	8.095053291320802	1	0.0714285	noncoding
MSTRG.551.8	803	76	0.35656000000000004	6.717993736267091	1	0.0700608	noncoding
MSTRG.551.9	652	79	0.34068000000000004	8.095053291320802	1	0.0613857	noncoding
MSTRG.551.10	538	42	0.30442	10.73651638031006	1	0.0211275	noncoding
MSTRG.555.1	3381	106	0.33214	10.501980400085447	-1	0.171701	noncoding
MSTRG.555.2	3283	106	0.29211000000000004	10.501980400085447	-1	0.153157	noncoding
MSTRG.555.3	3256	106	0.29211000000000004	10.501980400085447	-1	0.153157	noncoding
MSTRG.555.4	3147	106	0.29211000000000004	10.501980400085447	-1	0.153157	noncoding
MSTRG.555.5	3022	106	0.29211000000000004	10.501980400085447	-1	0.153157	noncoding
MSTRG.559.1	346	23	0.36385999999999996	9.38635501861572	-1	0.0913583	noncoding
MSTRG.560.1	351	64	0.40164	9.5886568069458	1	0.0694055	noncoding
MSTRG.565.1	233	58	0.33703	8.614990806579591	-1	0.105046	noncoding
MSTRG.567.1	1756	63	0.37694000000000005	11.999967765808105	1	0.046423	noncoding
MSTRG.570.1	1649	62	0.29223	7.769628715515138	1	0.0245955	noncoding
MSTRG.570.2	2325	66	0.34821	7.762125968933106	1	0.0358518	noncoding
MSTRG.571.1	979	88	0.3457	9.6871000289917	1	0.101264	noncoding
MSTRG.570.3	1504	78	0.34104	9.689420890808105	1	0.06679	noncoding
MSTRG.571.2	1173	91	0.35728000000000004	10.081839942932127	1	0.13048	noncoding
MSTRG.570.4	1523	75	0.38903	9.749312019348142	1	0.0997456	noncoding
MSTRG.570.5	2061	78	0.31164000000000003	9.689420890808105	1	0.0528386	noncoding
MSTRG.570.6	1279	45	0.38833	11.999967765808105	1	0.0272812	noncoding
MSTRG.570.7	1825	66	0.35713	7.762125968933106	1	0.0386322	noncoding
MSTRG.570.8	2145	75	0.33214	9.749312019348142	1	0.055759	noncoding
MSTRG.570.9	1577	142	0.35109	10.569414329528808	1	0.478879	noncoding
MSTRG.573.1	2044	153	0.32799	6.814847373962402	1	0.73222	coding
MSTRG.576.1	2987	270	0.35944	4.686795616149902	1	0.999966	coding
MSTRG.582.1	284	72	0.41393	4.4576208114624025	1	0.260327	noncoding
MSTRG.583.1	1721	63	0.40446	11.610772132873539	1	0.0712226	noncoding
MSTRG.583.2	1973	115	0.33896	6.78841724395752	1	0.323867	noncoding
MSTRG.583.3	1472	63	0.38360000000000005	11.610772132873539	1	0.0561671	noncoding
MSTRG.583.4	1078	63	0.31782	11.610772132873539	1	0.0378671	noncoding
MSTRG.588.1	409	86	0.37561000000000005	5.834374809265137	1	0.185745	noncoding
MSTRG.590.1	394	45	0.36121	8.420812034606936	1	0.0153667	noncoding
MSTRG.591.1	1237	253	0.33735	5.224208259582518	1	0.99964	coding
MSTRG.592.1	1080	193	0.46742999999999996	5.965559196472168	-1	0.23229	noncoding
MSTRG.593.1	525	34	0.39077	4.136935234069824	1	0.0257087	noncoding
MSTRG.594.1	859	63	0.31906	9.038161277770996	1	0.0297412	noncoding
MSTRG.594.2	786	60	0.33912	9.423488807678222	1	0.0317569	noncoding
MSTRG.600.1	394	14	0.30509	9.199138832092284	1	0.00524612	noncoding
MSTRG.601.1	827	72	0.37134999999999996	4.455972480773925	1	0.165393	noncoding
MSTRG.603.1	522	58	0.38356	7.541022300720216	1	0.0325252	noncoding
MSTRG.605.1	394	39	0.35683	6.796261024475096	-1	0.0359135	noncoding
MSTRG.606.1	446	74	0.36641999999999997	11.417689323425293	1	0.0726644	noncoding
MSTRG.606.2	484	79	0.41624999999999995	10.230504035949707	1	0.175289	noncoding
MSTRG.607.1	659	33	0.35601	11.000256538391113	1	0.0167612	noncoding
MSTRG.614.1	1122	54	0.46174	4.433691596984863	1	0.111586	noncoding
MSTRG.614.2	946	54	0.44788	4.433691596984863	1	0.115758	noncoding
MSTRG.614.3	1064	54	0.39476	4.433691596984863	1	0.0781837	noncoding
MSTRG.614.4	962	54	0.42924	4.433691596984863	1	0.108491	noncoding
MSTRG.614.5	1337	54	0.40207000000000004	4.433691596984863	1	0.08489	noncoding
MSTRG.614.6	886	36	0.40795	10.519902610778807	1	0.0242571	noncoding
MSTRG.618.1	1314	61	0.35892	10.75437412261963	1	0.0456933	noncoding
MSTRG.617.1	834	36	0.38907	8.631752586364748	1	0.012396	noncoding
MSTRG.621.1	732	130	0.44486	5.311967658996582	1	0.927442	coding
MSTRG.623.1	478	46	0.33907	11.999967765808105	1	0.0231371	noncoding
MSTRG.629.1	382	21	0.37188000000000004	9.500335121154787	1	0.00716754	noncoding
MSTRG.632.1	1102	31	0.34508	8.189886283874515	1	0.00700576	noncoding
MSTRG.632.2	1477	54	0.37492000000000003	5.292130851745605	1	0.0393166	noncoding
MSTRG.636.1	475	120	0.38949999999999996	11.999967765808105	1	0.314856	noncoding
MSTRG.638.1	4716	212	0.29952	10.461494255065915	1	0.703059	coding
MSTRG.638.2	5957	300	0.30544000000000004	10.067463493347166	1	0.981734	coding
MSTRG.638.3	931	67	0.42435	8.880729484558106	1	0.0941904	noncoding
MSTRG.638.4	4232	296	0.30573000000000006	10.366725730895993	1	0.972524	coding
MSTRG.638.5	4690	300	0.27978000000000003	10.067463493347166	1	0.939073	coding
MSTRG.639.1	3078	128	0.34043999999999996	5.692447853088378	1	0.627541	coding
MSTRG.638.6	3065	296	0.33567	10.366725730895993	1	0.993775	coding
MSTRG.638.7	5313	300	0.27978000000000003	10.067463493347166	1	0.939073	coding
MSTRG.638.8	3981	214	0.31441	10.68423252105713	1	0.778469	coding
MSTRG.638.9	1910	66	0.35619	6.528719902038574	1	0.0431114	noncoding
MSTRG.638.10	4697	300	0.30848000000000003	10.067463493347166	1	0.984285	coding
MSTRG.639.2	1641	128	0.2831	5.692447853088378	1	0.5	coding
MSTRG.646.1	1027	58	0.31257	6.223721885681152	1	0.0253927	noncoding
MSTRG.646.2	943	58	0.37002999999999997	6.223721885681152	1	0.0337846	noncoding
MSTRG.650.1	1342	196	0.45754	8.313730049133301	1	0.997173	coding
MSTRG.655.1	353	24	0.37520000000000003	5.337658882141112	1	0.00622127	noncoding
MSTRG.659.1	1251	91	0.313	9.87483196258545	1	0.0816315	noncoding
MSTRG.665.1	545	84	0.37997	10.706087303161617	1	0.131474	noncoding
MSTRG.671.1	1152	62	0.41090000000000004	10.96757106781006	1	0.0814813	noncoding
MSTRG.676.1	467	36	0.39420000000000005	4.957690238952636	1	0.0184456	noncoding
MSTRG.682.1	1063	72	0.39320000000000005	11.827385902404785	1	0.0804903	noncoding
MSTRG.686.1	529	55	0.31012	11.623730278015138	1	0.0310628	noncoding
MSTRG.688.1	993	90	0.35516	10.201170921325684	1	0.122938	noncoding
MSTRG.694.1	2919	756	0.4714	7.245459556579591	1	1	coding
MSTRG.695.1	2273	94	0.35264	11.999967765808105	1	0.0949587	noncoding
MSTRG.695.2	1330	94	0.42323999999999995	11.999967765808105	1	0.249497	noncoding
MSTRG.695.3	1345	94	0.43018999999999996	11.999967765808105	1	0.280242	noncoding
MSTRG.695.4	2065	94	0.33187	11.999967765808105	1	0.078093	noncoding
MSTRG.695.5	2190	94	0.34396000000000004	11.999967765808105	1	0.0870284	noncoding
MSTRG.695.6	1258	94	0.45546000000000003	11.999967765808105	1	0.429711	noncoding
MSTRG.695.7	1523	57	0.30596	7.619175910949708	1	0.0198475	noncoding
MSTRG.700.1	2737	82	0.33292	11.13596248626709	1	0.0725182	noncoding
MSTRG.700.2	2051	82	0.33516999999999997	11.13596248626709	1	0.0738695	noncoding
MSTRG.700.3	3695	82	0.30938	11.13596248626709	1	0.0618558	noncoding
MSTRG.699.2	3865	348	0.28445000000000004	11.55610294342041	1	0.906989	coding
MSTRG.701.1	2588	82	0.34501	11.13596248626709	1	0.0805307	noncoding
MSTRG.703.1	1404	99	0.44654	7.799659156799317	1	0.452827	noncoding
MSTRG.703.2	1000	99	0.41696	7.799659156799317	1	0.350325	noncoding
MSTRG.704.1	961	99	0.41808999999999996	9.469132423400882	1	0.36282	noncoding
MSTRG.704.2	758	47	0.34520999999999996	8.160746574401855	1	0.014778	noncoding
MSTRG.708.1	3911	69	0.34779	8.714401054382325	1	0.0439875	noncoding
MSTRG.707.1	5204	482	0.38914	8.159650611877442	1	1	coding
MSTRG.709.1	349	29	0.45101	5.712455177307128	1	0.0119943	noncoding
MSTRG.713.1	2279	151	0.40085000000000004	6.139486503601074	1	0.939523	coding
MSTRG.721.1	3026	564	0.46064	9.21042079925537	1	1	coding
MSTRG.722.1	1589	353	0.46058	8.006925010681151	-1	0.740039	coding
MSTRG.730.1	393	24	0.4528499999999999	10.834379386901855	1	0.0266422	noncoding
MSTRG.731.1	1228	50	0.39137999999999995	9.019594383239745	1	0.0282471	noncoding
MSTRG.731.2	900	50	0.36562	9.019594383239745	1	0.0227955	noncoding
MSTRG.731.3	803	45	0.38714	11.999967765808105	1	0.0270374	noncoding
MSTRG.731.4	1156	45	0.35386	11.999967765808105	1	0.022998	noncoding
MSTRG.735.1	2238	78	0.35943	10.456723594665526	1	0.0842181	noncoding
MSTRG.735.2	907	81	0.37303000000000003	10.806464576721194	1	0.107887	noncoding
MSTRG.735.3	811	81	0.37945	10.806464576721194	1	0.116339	noncoding
MSTRG.735.4	810	39	0.35072000000000003	8.61312122344971	1	0.0114532	noncoding
MSTRG.735.5	693	71	0.41296000000000005	9.55784091949463	1	0.110222	noncoding
MSTRG.736.1	1387	72	0.32139	8.610220146179202	1	0.0404025	noncoding
MSTRG.736.2	1374	72	0.33679000000000003	8.610220146179202	1	0.0451225	noncoding
MSTRG.736.3	1352	72	0.33679000000000003	8.610220146179202	1	0.0451225	noncoding
MSTRG.736.4	1273	72	0.33872	8.610220146179202	1	0.0458336	noncoding
MSTRG.741.1	840	83	0.32353000000000004	9.132285118103027	1	0.0652235	noncoding
MSTRG.743.1	1122	53	0.39393999999999996	6.154207801818846	1	0.0323441	noncoding
MSTRG.744.1	575	62	0.46925	4.775578117370605	1	0.142109	noncoding
MSTRG.749.1	1252	102	0.36041	6.239466285705566	1	0.284313	noncoding
MSTRG.750.1	1301	168	0.40397	11.50336780548096	1	0.863075	coding
MSTRG.751.3	763	57	0.30347	5.045847511291503	1	0.0405762	noncoding
MSTRG.751.1	867	99	0.39923	5.562286567687988	1	0.452894	noncoding
MSTRG.751.2	700	48	0.38451	4.950130653381346	1	0.0356615	noncoding
MSTRG.752.1	433	26	0.31640999999999997	4.307679557800294	1	0.0103427	noncoding
MSTRG.752.2	809	50	0.39413	4.973377799987793	1	0.044111	noncoding
MSTRG.752.3	542	26	0.39139	4.307679557800294	1	0.0137626	noncoding
MSTRG.755.1	1498	67	0.30979	9.65061092376709	1	0.0363671	noncoding
MSTRG.756.3	897	60	0.38183999999999996	4.31893367767334	1	0.103339	noncoding
MSTRG.757.1	2352	152	0.35633000000000004	11.677432441711428	1	0.462199	noncoding
MSTRG.757.2	2835	152	0.33127999999999996	11.677432441711428	1	0.329775	noncoding
MSTRG.757.3	1677	152	0.35356	11.677432441711428	1	0.446197	noncoding
MSTRG.756.6	2751	231	0.43724	8.837213325500489	1	0.999302	coding
MSTRG.756.7	2779	231	0.44189000000000006	8.837213325500489	1	0.999392	coding
MSTRG.756.8	1939	231	0.45892	8.837213325500489	1	0.999623	coding
MSTRG.756.9	1902	231	0.44214	8.837213325500489	1	0.999396	coding
MSTRG.764.1	328	46	0.41335999999999995	7.776450538635254	1	0.0224863	noncoding
MSTRG.767.1	1044	184	0.45447999999999994	4.254137229919434	1	0.999177	coding
MSTRG.771.1	718	39	0.42979	6.699521064758301	1	0.016838	noncoding
MSTRG.774.1	470	137	0.43914000000000003	10.108529853820798	-1	0.191936	noncoding
MSTRG.776.1	795	137	0.40442	10.43725414276123	1	0.725967	coding
MSTRG.777.1	590	140	0.43573999999999996	4.490814781188964	1	0.977322	coding
MSTRG.779.1	1568	363	0.46105	5.612418556213378	-1	0.870737	coding
MSTRG.780.1	333	34	0.39956	10.051862144470213	1	0.0183604	noncoding
MSTRG.785.1	1545	92	0.40881	10.707441139221192	1	0.256202	noncoding
MSTRG.785.2	1533	92	0.33026	10.707441139221192	1	0.0985579	noncoding
MSTRG.785.3	1804	95	0.37767999999999996	8.705439949035647	1	0.187531	noncoding
