#ID	transcript_length	peptide_length	Fickett_score	pI	ORF_integrity	coding_probability	label
MSTRG.4169.1_rev	437	30	0.40757000000000004	4.307679557800294	-1	0.0140033	noncoding
MSTRG.4210.1_rev	403	36	0.41211	8.907548332214354	1	0.0162145	noncoding
MSTRG.4347.1_rev	1313	202	0.44762	4.519859504699707	-1	0.333144	noncoding
MSTRG.4475.1_rev	632	103	0.36322	11.3622465133667	1	0.177758	noncoding
MSTRG.4491.1_rev	288	0	0.34008000000000005	0.0	-1	8.06996e-07	noncoding
MSTRG.4575.1_rev	508	39	0.29444000000000004	7.884112739562988	1	0.00999488	noncoding
MSTRG.4756.1_rev	293	46	0.41503	6.525025367736816	1	0.0236159	noncoding
MSTRG.4813.1_rev	211	8	0.37612	7.955285835266113	1	1.49539e-05	noncoding
MSTRG.4938.1_rev	940	81	0.33696	9.607481575012208	1	0.0712476	noncoding
MSTRG.4989.1_rev	494	34	0.34031	5.989374732971191	1	0.00786015	noncoding
MSTRG.5102.1_rev	273	13	0.35339	8.344739341735842	1	0.00313852	noncoding
MSTRG.5107.1_rev	509	50	0.42252	8.58978366851807	1	0.0354817	noncoding
MSTRG.5163.1_rev	617	46	0.43104000000000003	7.7241006851196286	1	0.02648	noncoding
MSTRG.5200.1_rev	1082	42	0.38685	7.935429573059082	1	0.0145252	noncoding
MSTRG.5283.1_rev	371	36	0.43079	9.69612560272217	1	0.025415	noncoding
MSTRG.5311.1_rev	342	59	0.28348	9.694965171813966	1	0.0279705	noncoding
MSTRG.5322.1_rev	811	258	0.40185000000000004	7.06408634185791	-1	0.313784	noncoding
MSTRG.5550.1_rev	235	15	0.38543	5.143212699890136	1	0.00411496	noncoding
MSTRG.5686.1_rev	1549	85	0.28411000000000003	9.217576789855958	1	0.0554742	noncoding
MSTRG.5687.1_rev	320	24	0.39591000000000004	6.694178199768066	1	0.0052306	noncoding
MSTRG.5776.1_rev	276	9	0.34939	4.0500284194946286	1	0.00397111	noncoding
MSTRG.5812.1_rev	272	0	0.38189	0.0	-1	1.15608e-05	noncoding
MSTRG.5992.1_rev	414	114	0.37973	6.090946006774902	-1	0.0591559	noncoding
MSTRG.6030.1_rev	510	30	0.29103	9.187856864929199	1	0.0098642	noncoding
MSTRG.6125.1_rev	1657	49	0.31209	4.649338722229005	1	0.031391	noncoding
MSTRG.6148.1_rev	439	67	0.31844999999999996	11.483060264587401	1	0.0426229	noncoding
MSTRG.6334.1_rev	652	126	0.3567	8.776355171203612	1	0.419173	noncoding
MSTRG.6348.1_rev	464	87	0.3372900000000001	8.984910392761233	1	0.0855576	noncoding
MSTRG.6399.1_rev	358	37	0.34987	5.361815452575684	1	0.0116123	noncoding
MSTRG.6443.1_rev	810	205	0.45082	6.429194831848144	1	0.99902	coding
MSTRG.6456.1_rev	283	22	0.45052000000000003	4.556577491760254	-1	0.0159597	noncoding
MSTRG.6473.1_rev	420	56	0.44243000000000005	6.717709541320801	1	0.0525845	noncoding
MSTRG.6499.1_rev	239	64	0.33392999999999995	9.80533504486084	1	0.0382651	noncoding
MSTRG.6537.1_rev	338	17	0.36515	11.542177772521974	1	0.00999759	noncoding
MSTRG.6691.1_rev	304	59	0.38079999999999997	11.999967765808105	-1	0.179015	noncoding
MSTRG.6708.1_rev	490	36	0.36336	7.779351615905763	1	0.0088771	noncoding
MSTRG.6792.1_rev	2364	167	0.41409999999999997	9.425100517272949	1	0.947155	coding
MSTRG.6880.1_rev	633	19	0.34189	11.722947120666507	1	0.0110911	noncoding
MSTRG.6884.1_rev	323	66	0.41047	7.654018211364748	1	0.0665822	noncoding
MSTRG.7184.1_rev	2798	106	0.34439	10.428486442565916	1	0.180274	noncoding
MSTRG.7189.1_rev	2800	106	0.31488000000000005	10.428486442565916	1	0.127551	noncoding
MSTRG.7294.1_rev	663	62	0.45187000000000005	9.377264976501465	1	0.119082	noncoding
MSTRG.7367.1_rev	263	18	0.3386	11.999967765808105	-1	0.193588	noncoding
MSTRG.7460.1_rev	390	30	0.40717	9.684779167175293	1	0.0145042	noncoding
MSTRG.7463.1_rev	430	30	0.27951	5.939072227478028	1	0.0101981	noncoding
MSTRG.7615.1_rev	422	57	0.41541	4.578744697570801	-1	0.023485	noncoding
MSTRG.7624.1_rev	286	17	0.33451000000000003	10.052313423156736	1	0.00729487	noncoding
MSTRG.7756.1_rev	336	63	0.32295	11.368242073059083	1	0.0393555	noncoding
MSTRG.7788.1_rev	215	13	0.3264	5.925942420959472	1	0.00261615	noncoding
MSTRG.7814.1_rev	1387	51	0.39466	5.967719078063964	1	0.0305618	noncoding
MSTRG.7823.1_rev	447	103	0.46865	5.191980552673338	-1	0.0661747	noncoding
MSTRG.8409.1_rev	227	58	0.44119	6.490524101257324	1	0.0608256	noncoding
MSTRG.8903.1_rev	575	75	0.37559	10.665020942687988	1	0.089671	noncoding
MSTRG.9048.1_rev	320	67	0.42754	10.919671058654785	1	0.128438	noncoding
MSTRG.9087.1_rev	962	150	0.28859	11.581181144714357	1	0.187057	noncoding
MSTRG.9172.1_rev	1422	89	0.35139	9.407822990417483	1	0.110378	noncoding
MSTRG.9175.1_rev	381	10	0.46405	4.0500284194946286	1	0.00754544	noncoding
MSTRG.9176.1_rev	322	5	0.38291000000000003	4.0500284194946286	1	0.00377215	noncoding
MSTRG.9414.1_rev	1992	279	0.40977	9.882697105407715	1	0.999742	coding
MSTRG.9621.1_rev	332	40	0.45865	9.749247550964352	-1	0.0685924	noncoding
MSTRG.9720.1_rev	604	46	0.32025000000000003	10.903167152404784	1	0.0239685	noncoding
MSTRG.9730.1_rev	260	83	0.41159	10.877895545959472	-1	0.161836	noncoding
MSTRG.9833.1_rev	307	35	0.39452000000000004	5.3024187088012695	1	0.0146684	noncoding
MSTRG.9871.1_rev	460	43	0.36737999999999993	4.136878395080566	1	0.0352523	noncoding
MSTRG.9884.1_rev	319	12	0.43034	7.933237648010254	1	0.00364507	noncoding
MSTRG.9949.1_rev	540	41	0.37511999999999995	11.132868003845214	1	0.0245617	noncoding
MSTRG.9989.1_rev	243	15	0.25506	9.398732948303223	1	0.0110919	noncoding
MSTRG.10029.1_rev	328	53	0.30357	8.797371864318851	1	0.0189565	noncoding
MSTRG.10093.1_rev	303	16	0.46537	4.0500284194946286	1	0.0112775	noncoding
MSTRG.10294.1_rev	531	51	0.40375000000000005	5.760370445251465	-1	0.0216315	noncoding
MSTRG.10303.1_rev	250	27	0.31254000000000004	9.987909507751464	1	0.0106734	noncoding
MSTRG.10305.1_rev	249	27	0.39097000000000004	9.778967475891111	1	0.0114282	noncoding
MSTRG.10559.1_rev	259	36	0.3473	10.019627952575682	-1	0.141472	noncoding
MSTRG.10665.1_rev	1354	95	0.35273	8.607190132141117	1	0.138263	noncoding
MSTRG.10710.1_rev	281	83	0.43279999999999996	11.642168235778808	-1	0.192381	noncoding
MSTRG.10737.1_rev	1012	56	0.29652	4.780352592468262	1	0.0474826	noncoding
MSTRG.10986.1_rev	1453	93	0.38329	9.956384468078614	1	0.193234	noncoding
MSTRG.11040.1_rev	1128	72	0.33022	4.9270540237426745	1	0.0910303	noncoding
MSTRG.11053.1_rev	297	26	0.42615000000000003	9.056986045837402	1	0.0113598	noncoding
MSTRG.11140.1_rev	1706	70	0.30437000000000003	6.819110298156737	1	0.0382209	noncoding
MSTRG.11204.1_rev	389	34	0.33726	6.687925910949708	-1	0.0433296	noncoding
MSTRG.11406.1_rev	346	43	0.39339999999999997	9.39067440032959	1	0.0223612	noncoding
MSTRG.11498.1_rev	793	53	0.42069	5.755937004089356	1	0.0473959	noncoding
MSTRG.11517.1_rev	949	68	0.31809000000000004	10.033939933776853	1	0.0414081	noncoding
MSTRG.11579.1_rev	674	124	0.36926	5.22960796356201	1	0.74732	coding
MSTRG.11709.1_rev	1228	37	0.35316000000000003	11.224864387512206	1	0.0194693	noncoding
MSTRG.11751.1_rev	372	29	0.33791	8.51506481170654	-1	0.0877031	noncoding
MSTRG.11829.1_rev	444	106	0.37044999999999995	10.783707237243654	-1	0.175777	noncoding
MSTRG.12059.1_rev	250	19	0.29344000000000003	8.521060371398928	1	0.00538028	noncoding
MSTRG.12158.1_rev	274	19	0.32588	4.649395561218263	1	0.00552549	noncoding
MSTRG.12241.1_rev	704	41	0.3769	4.290286827087402	1	0.0312123	noncoding
MSTRG.12342.1_rev	938	46	0.33757	11.75698642730713	1	0.0243075	noncoding
MSTRG.12354.1_rev	271	16	0.32255	4.667413520812987	1	0.00471204	noncoding
MSTRG.12410.1_rev	735	48	0.40847	5.780775642395019	1	0.0309143	noncoding
MSTRG.12469.1_rev	366	94	0.39876	11.495567131042481	1	0.207349	noncoding
MSTRG.12724.1_rev	250	32	0.33687999999999996	11.32646656036377	1	0.0164295	noncoding
MSTRG.12881.1_rev	384	44	0.36633	4.290286827087402	1	0.033778	noncoding
MSTRG.12930.1_rev	342	12	0.35624	5.752754020690918	1	1.82081e-05	noncoding
MSTRG.13072.1_rev	419	30	0.38759	4.0500284194946286	1	0.0203035	noncoding
MSTRG.13128.1_rev	980	70	0.35834	8.98768253326416	1	0.0523498	noncoding
MSTRG.13273.1_rev	313	30	0.44536000000000003	9.49311466217041	1	0.0207746	noncoding
MSTRG.13356.1_rev	566	75	0.35599	8.591201972961429	1	0.0610447	noncoding
MSTRG.13616.1_rev	334	23	0.33756	5.193913078308104	1	0.00538242	noncoding
MSTRG.13728.1_rev	396	26	0.41744000000000003	10.191049385070801	1	0.0153502	noncoding
MSTRG.14141.1_rev	1038	280	0.50804	9.434126091003417	1	0.999994	coding
MSTRG.14204.1_rev	409	66	0.36853	6.814733695983887	1	0.045733	noncoding
MSTRG.14235.1_rev	381	37	0.35875	10.105822181701658	1	0.0164742	noncoding
MSTRG.14385.1_rev	272	27	0.35051	7.9541898727417	1	0.00555159	noncoding
MSTRG.14487.1_rev	459	43	0.38343000000000005	8.180280494689942	1	0.0155053	noncoding
MSTRG.14507.1_rev	355	29	0.42818999999999996	9.489568901062015	-1	0.058983	noncoding
MSTRG.14649.1_rev	1022	69	0.35764999999999997	7.98029956817627	1	0.045182	noncoding
MSTRG.14733.1_rev	202	7	0.41575	9.500077247619632	1	0.00448424	noncoding
MSTRG.14819.1_rev	508	57	0.35199	8.380970573425294	1	0.0253531	noncoding
MSTRG.14868.1_rev	550	57	0.31779999999999997	7.799788093566895	1	0.0201813	noncoding
MSTRG.14965.1_rev	527	38	0.36893	7.825059700012208	1	0.0102193	noncoding
MSTRG.14998.1_rev	371	42	0.41037000000000007	6.207181739807129	1	0.0189764	noncoding
MSTRG.15160.1_rev	950	48	0.33957000000000004	8.245393562316895	1	0.0152824	noncoding
MSTRG.15299.1_rev	642	46	0.31507	10.01073131561279	1	0.019944	noncoding
MSTRG.15302.1_rev	255	49	0.38048	5.952884101867675	1	0.023827	noncoding
MSTRG.15633.1_rev	251	49	0.35973	5.34317226409912	1	0.025002	noncoding
MSTRG.15921.1_rev	333	39	0.44782000000000005	5.747126960754395	1	0.022751	noncoding
MSTRG.16071.1_rev	463	39	0.29228	10.446408653259276	1	0.019005	noncoding
MSTRG.16136.1_rev	519	91	0.42277	11.656286811828615	1	0.256349	noncoding
MSTRG.16336.1_rev	492	38	0.30849	9.098181343078615	-1	0.148961	noncoding
MSTRG.16510.1_rev	894	47	0.35333	4.676905632019043	1	0.0292026	noncoding
MSTRG.16698.1_rev	551	36	0.29050000000000004	10.948295021057131	1	0.0202633	noncoding
MSTRG.16781.1_rev	201	42	0.41572	7.912220954895019	1	0.0186064	noncoding
MSTRG.16897.1_rev	218	20	0.44945999999999997	5.380458641052246	-1	0.0134695	noncoding
MSTRG.17054.1_rev	479	31	0.32874000000000003	10.763012886047363	1	0.0147728	noncoding
MSTRG.17064.1_rev	489	21	0.43724	10.834379386901855	1	0.0179684	noncoding
MSTRG.17144.1_rev	555	45	0.33492	8.38406505584717	-1	0.0934217	noncoding
MSTRG.17166.1_rev	1120	104	0.31866	9.813715934753418	1	0.128674	noncoding
MSTRG.17184.1_rev	1261	44	0.38993	4.895849418640137	1	0.0302986	noncoding
MSTRG.17401.1_rev	261	45	0.49899999999999994	8.023235511779784	-1	0.0289789	noncoding
MSTRG.17555.1_rev	340	94	0.36058	11.953486061096193	1	0.105896	noncoding
MSTRG.17688.1_rev	448	52	0.36383999999999994	9.65402774810791	1	0.0283893	noncoding
MSTRG.17748.1_rev	1239	52	0.3378	8.979430580139162	1	0.0208013	noncoding
MSTRG.17809.1_rev	318	40	0.44742	7.953609657287597	1	0.0225586	noncoding
MSTRG.17839.1_rev	294	32	0.38322	9.034937858581543	1	0.0109151	noncoding
MSTRG.17844.1_rev	1207	73	0.40464999999999995	6.878791236877441	1	0.0971027	noncoding
MSTRG.17880.1_rev	254	34	0.43448	11.642555046081544	1	0.0325158	noncoding
MSTRG.17915.1_rev	446	40	0.2856	6.045304298400879	1	0.0139494	noncoding
MSTRG.18066.1_rev	362	40	0.32482	7.80011043548584	-1	0.0836404	noncoding
MSTRG.18261.1_rev	274	57	0.39254999999999995	11.480223655700684	-1	0.170467	noncoding
MSTRG.18506.1_rev	260	35	0.3568	11.999967765808105	1	0.0170386	noncoding
MSTRG.18531.1_rev	1542	50	0.37173	9.297259712219237	-1	0.0938364	noncoding
MSTRG.18920.1_rev	281	29	0.3956	11.745382118225098	1	0.0168868	noncoding
MSTRG.18971.1_rev	348	50	0.39971	7.5216970443725595	1	0.0243615	noncoding
MSTRG.19242.1_rev	236	15	0.34265999999999996	11.000256538391113	-1	0.182212	noncoding
MSTRG.19358.1_rev	437	42	0.45548	5.972379875183106	-1	0.0197001	noncoding
MSTRG.19743.1_rev	360	3	0.34321	5.275022315979004	-1	0.0155941	noncoding
MSTRG.19744.1_rev	1170	36	0.29422000000000004	10.948295021057131	1	0.0197885	noncoding
MSTRG.19790.1_rev	251	30	0.30763	9.520836067199706	1	0.0101789	noncoding
MSTRG.19978.1_rev	310	42	0.35461000000000004	11.096959114074707	1	0.0230789	noncoding
MSTRG.20051.1_rev	677	90	0.37061	5.07762050628662	1	0.289853	noncoding
MSTRG.20097.1_rev	2227	88	0.32789999999999997	9.433416938781736	1	0.0829403	noncoding
MSTRG.20689.1_rev	343	58	0.33137000000000005	8.763074684143067	1	0.0247669	noncoding
MSTRG.20700.1_rev	278	23	0.46864	11.733906745910645	1	0.0377504	noncoding
MSTRG.21318.1_rev	429	51	0.28519	6.129198646545409	1	0.0222608	noncoding
MSTRG.21352.1_rev	243	11	0.36204000000000003	11.263674354553224	1	0.00793414	noncoding
MSTRG.21409.1_rev	269	32	0.35917	9.302288246154784	1	0.0105208	noncoding
MSTRG.21542.1_rev	411	26	0.38392	4.225490379333496	1	0.0134321	noncoding
MSTRG.21631.1_rev	732	45	0.33244	5.586784172058105	1	0.0159499	noncoding
MSTRG.21909.1_rev	475	63	0.39383	9.57079906463623	-1	0.097111	noncoding
MSTRG.21933.1_rev	204	36	0.34709	5.742352485656738	1	0.00954028	noncoding
MSTRG.22017.1_rev	812	47	0.30613	10.320888710021972	1	0.0221472	noncoding
MSTRG.22177.1_rev	289	26	0.42613	5.949814796447753	1	0.0082833	noncoding
MSTRG.22199.1_rev	774	41	0.25289	8.931723976135256	1	0.0192811	noncoding
MSTRG.22216.1_rev	403	22	0.28639000000000003	4.0500284194946286	1	0.015625	noncoding
MSTRG.22275.1_rev	384	29	0.35840000000000005	10.15597858428955	-1	0.133546	noncoding
MSTRG.22474.1_rev	480	38	0.35385999999999995	9.500528526306152	1	0.0142013	noncoding
MSTRG.22529.1_rev	1110	32	0.38071999999999995	7.923180580139161	1	0.00811274	noncoding
MSTRG.22544.1_rev	271	60	0.42340999999999995	5.627708244323729	1	0.0783734	noncoding
MSTRG.22547.1_rev	371	34	0.38567999999999997	6.212638282775878	1	0.00948537	noncoding
MSTRG.22575.1_rev	402	40	0.26734	9.835183906555173	1	0.0196153	noncoding
MSTRG.22657.1_rev	420	29	0.34763999999999995	9.10056667327881	1	0.00835407	noncoding
MSTRG.22721.1_rev	413	45	0.42153999999999997	10.132383155822755	1	0.039998	noncoding
MSTRG.22723.1_rev	396	45	0.45155	10.132383155822755	1	0.0622705	noncoding
MSTRG.22777.1_rev	299	21	0.27523000000000003	9.782061958312983	1	0.0108752	noncoding
MSTRG.23085.1_rev	584	28	0.46292	10.03277950286865	1	0.0301775	noncoding
MSTRG.23116.1_rev	421	30	0.39736	11.610062980651858	1	0.0181283	noncoding
MSTRG.23207.1_rev	307	21	0.34527	4.52963581085205	1	0.00639939	noncoding
MSTRG.23317.1_rev	527	30	0.41444	4.0500284194946286	1	0.0270577	noncoding
MSTRG.23401.1_rev	540	55	0.42067999999999994	6.210705757141112	-1	0.0240361	noncoding
MSTRG.23406.1_rev	298	47	0.43905000000000005	4.581245613098145	1	0.0667342	noncoding
MSTRG.23460.1_rev	253	24	0.36366	10.00041637420654	1	0.00950805	noncoding
MSTRG.23545.1_rev	1016	32	0.36534999999999995	9.984299278259279	1	0.0133229	noncoding
MSTRG.23683.1_rev	784	41	0.35158	6.2242334365844725	-1	0.0317671	noncoding
MSTRG.23777.1_rev	885	77	0.29173000000000004	8.522801017761232	1	0.0425589	noncoding
MSTRG.23799.1_rev	262	22	0.35650000000000004	11.700254249572755	1	0.011825	noncoding
MSTRG.23952.1_rev	524	57	0.31357	9.507813453674316	1	0.0256158	noncoding
MSTRG.24014.1_rev	793	48	0.39394999999999997	9.479705238342287	-1	0.0843448	noncoding
MSTRG.24024.1_rev	290	0	0.37787	0.0	-1	8.2745e-06	noncoding
MSTRG.24072.1_rev	261	76	0.40743999999999997	7.699205207824707	-1	0.0481728	noncoding
MSTRG.24135.1_rev	325	38	0.43504	8.889174842834475	1	0.0228964	noncoding
MSTRG.24155.1_rev	472	50	0.40881999999999996	9.773036384582518	1	0.0402936	noncoding
MSTRG.24167.1_rev	253	0	0.2974	0.0	-1	5.47641e-07	noncoding
MSTRG.24236.1_rev	237	43	0.40284	11.273602485656738	1	0.0331142	noncoding
MSTRG.24281.1_rev	371	40	0.35565	9.304222297668456	-1	0.103716	noncoding
MSTRG.24394.1_rev	358	18	0.31636000000000003	6.501948738098144	1	0.00333718	noncoding
MSTRG.24396.1_rev	731	20	0.40858999999999995	11.000127601623536	1	0.0128578	noncoding
MSTRG.24450.1_rev	250	57	0.34473000000000004	10.680686759948731	-1	0.171166	noncoding
MSTRG.24455.1_rev	242	56	0.33638999999999997	11.912742042541506	-1	0.175912	noncoding
MSTRG.24483.1_rev	697	21	0.31833999999999996	8.939524650573734	1	0.00576295	noncoding
MSTRG.24550.1_rev	237	8	0.37343	8.365949440002442	1	1.91682e-05	noncoding
MSTRG.24608.1_rev	1819	65	0.34596	8.841919517517091	1	0.0370743	noncoding
MSTRG.24632.1_rev	281	27	0.42425	10.032650566101072	1	0.0165242	noncoding
MSTRG.24638.1_rev	258	27	0.39374	10.311863136291503	-1	0.107579	noncoding
MSTRG.25104.1_rev	382	7	0.41797999999999996	10.859908866882325	-1	0.104896	noncoding
MSTRG.25404.1_rev	416	23	0.28542	5.948962211608887	1	0.00665849	noncoding
MSTRG.25608.1_rev	251	38	0.34523	4.7804662704467775	1	0.0155674	noncoding
MSTRG.25642.1_rev	227	17	0.37386	5.587466239929199	1	0.00368843	noncoding
MSTRG.25688.1_rev	1166	48	0.31237000000000004	9.74338092803955	1	0.0198638	noncoding
MSTRG.25733.1_rev	2779	74	0.31003000000000003	8.93017673492432	1	0.0420629	noncoding
MSTRG.25790.1_rev	455	66	0.43768	11.78922061920166	1	0.128147	noncoding
MSTRG.26013.1_rev	284	25	0.33526999999999996	7.846334266662598	1	0.00486017	noncoding
MSTRG.26375.1_rev	560	29	0.45563	8.555937767028809	1	0.0153888	noncoding
MSTRG.26378.1_rev	250	17	0.39481	11.999967765808105	-1	0.166967	noncoding
MSTRG.26395.1_rev	614	46	0.31774	9.14943370819092	1	0.016003	noncoding
MSTRG.26411.1_rev	359	45	0.34297	7.857036018371582	1	0.0127656	noncoding
MSTRG.26475.1_rev	310	17	0.35283000000000003	5.2226167678832995	1	0.00381524	noncoding
MSTRG.26545.1_rev	389	42	0.33726	5.737748527526856	-1	0.0328704	noncoding
MSTRG.26546.1_rev	649	58	0.34741999999999995	8.78022327423096	1	0.0273799	noncoding
MSTRG.26570.1_rev	368	91	0.36795999999999995	10.476644325256348	-1	0.162339	noncoding
MSTRG.26571.1_rev	448	16	0.43645000000000006	7.858583259582519	1	0.00474915	noncoding
MSTRG.26590.1_rev	820	126	0.36077	11.8785737991333	1	0.260134	noncoding
MSTRG.26745.1_rev	263	20	0.37807999999999997	7.9336244583129885	1	0.00422009	noncoding
MSTRG.26889.1_rev	698	55	0.36393	8.32062816619873	-1	0.069888	noncoding
MSTRG.26929.1_rev	390	47	0.40784	5.810786628723145	1	0.0285822	noncoding
MSTRG.26945.1_rev	297	7	0.43249	10.000867652893067	1	0.00641042	noncoding
MSTRG.26950.1_rev	398	16	0.33337	8.885822486877444	1	0.00443608	noncoding
MSTRG.27008.1_rev	347	19	0.35157	9.261221885681149	1	0.00575705	noncoding
MSTRG.27255.1_rev	1285	46	0.31997	6.704750251770019	1	0.0127464	noncoding
MSTRG.27350.1_rev	658	23	0.35193	4.868225669860839	1	0.00627343	noncoding
MSTRG.27460.1_rev	282	26	0.40046000000000004	9.185149192810059	1	0.00951236	noncoding
MSTRG.27646.1_rev	248	14	0.35909	4.352013969421387	1	0.00478041	noncoding
MSTRG.27681.1_rev	227	33	0.42912	10.560775566101071	-1	0.103406	noncoding
MSTRG.27823.1_rev	554	81	0.35246	7.964827156066894	1	0.0753691	noncoding
MSTRG.27849.1_rev	446	37	0.45424000000000003	4.501102638244629	1	0.0368938	noncoding
MSTRG.27889.1_rev	225	16	0.36129999999999995	8.365046882629397	-1	0.0555822	noncoding
MSTRG.28027.1_rev	441	118	0.39337	10.62633991241455	-1	0.178619	noncoding
MSTRG.28039.1_rev	248	10	0.35161	5.752754020690918	-1	0.0183473	noncoding
MSTRG.28241.1_rev	592	99	0.41061000000000003	9.749634361267088	1	0.337297	noncoding
MSTRG.28263.1_rev	254	83	0.40842	9.12886829376221	-1	0.0883155	noncoding
MSTRG.28339.1_rev	399	37	0.32775	9.833765602111814	1	0.0140894	noncoding
MSTRG.28434.1_rev	254	25	0.38234999999999997	8.294196128845215	-1	0.0444097	noncoding
MSTRG.28450.1_rev	338	43	0.38536	9.784769630432127	-1	0.0993176	noncoding
MSTRG.28596.1_rev	307	32	0.44319	6.013872337341308	1	0.0131307	noncoding
MSTRG.28728.1_rev	271	47	0.4157	10.097634696960448	1	0.0406433	noncoding
MSTRG.29027.1_rev	258	0	0.39124000000000003	0.0	-1	0.00295482	noncoding
MSTRG.29080.1_rev	1018	40	0.38285	11.999967765808105	1	0.0219983	noncoding
MSTRG.29160.1_rev	384	55	0.36162	6.792793846130371	1	0.0238403	noncoding
MSTRG.29464.1_rev	319	52	0.43351999999999996	9.855749320983886	1	0.0622243	noncoding
MSTRG.29482.1_rev	486	41	0.39602000000000004	5.929580116271972	1	0.0170238	noncoding
MSTRG.29518.1_rev	226	12	0.37201	7.999059867858887	1	0.00275441	noncoding
MSTRG.29549.1_rev	425	38	0.38310999999999995	11.602842521667483	-1	0.170819	noncoding
MSTRG.29658.1_rev	453	61	0.38942	6.688323783874512	-1	0.0324437	noncoding
MSTRG.29684.1_rev	271	35	0.33218	5.895135688781737	1	0.00843487	noncoding
